#chrom	coord	total	dtotal	T12	T123	D_left	D_right	D_total	D_stat	D_chisq	D_Pvalue	introgression	introgna	intrognone	introg23	introg13
1	33027523	497220	249	0.001367604	0.001725594	105	144	249	-0.156626506	6.108433735	0.01345383	none	0	1	0	0
1	33527940	497065	291	0.00135093	0.001675334	155	136	291	0.065292096	1.240549828	0.265365115	none	0	1	0	0
1	34028357	498228	227	0.00109488	0.001420534	109	118	227	-0.039647577	0.356828194	0.550273074	none	0	1	0	0
1	34528774	497662	184	0.000978576	0.001262905	115	69	184	0.25	11.5	0.000695962	23	0	0	1	0
1	35029191	498840	202	0.001067477	0.001419794	104	98	202	0.02970297	0.178217822	0.672909311	none	0	1	0	0
1	35529608	496766	205	0.00106992	0.001554555	125	80	205	0.219512195	9.87804878	0.001672622	23	0	0	1	0
1	36030025	497843	224	0.001260438	0.001668699	100	124	224	-0.107142857	2.571428571	0.10880943	none	0	1	0	0
1	36530442	497746	302	0.001401317	0.001760436	138	164	302	-0.086092715	2.238410596	0.134619292	none	0	1	0	0
1	37030859	497601	201	0.001188703	0.00150472	107	94	201	0.064676617	0.84079602	0.359169208	none	0	1	0	0
1	37531276	497426	308	0.001223298	0.001502233	183	125	308	0.188311688	10.92207792	0.00095025	23	0	0	1	0
1	38031693	497843	210	0.001141926	0.001363382	120	90	210	0.142857143	4.285714286	0.03843393	none	0	1	0	0
1	38532110	497628	360	0.001396626	0.001761356	169	191	360	-0.061111111	1.344444444	0.2462517	none	0	1	0	0
1	39032527	498135	313	0.001236613	0.001610005	153	160	313	-0.022364217	0.156549521	0.692353364	none	0	1	0	0
1	39532944	497461	269	0.001127727	0.001483533	111	158	269	-0.17472119	8.211895911	0.004161665	13	0	0	0	1
1	40033361	497521	151	0.001021062	0.001353712	79	72	151	0.046357616	0.324503311	0.568913806	none	0	1	0	0
1	40533778	497534	301	0.001333577	0.001733047	127	174	301	-0.156146179	7.338870432	0.006747923	13	0	0	0	1
1	41034195	497944	234	0.001290306	0.001625183	94	140	234	-0.196581197	9.042735043	0.002637408	13	0	0	0	1
1	41534612	497397	210	0.001256542	0.001612394	126	84	210	0.2	8.4	0.00375221	23	0	0	1	0
1	42035029	497922	141	0.001053378	0.001483666	82	59	141	0.163120567	3.75177305	0.052751527	none	0	1	0	0
1	42535446	497873	246	0.001294507	0.001471761	132	114	246	0.073170732	1.317073171	0.251118001	none	0	1	0	0
1	43035863	498295	190	0.001182031	0.00151918	113	77	190	0.189473684	6.821052632	0.009008945	23	0	0	1	0
1	43536280	497228	176	0.000974402	0.00169188	102	74	176	0.159090909	4.454545455	0.034808479	none	0	1	0	0
1	44036697	497863	249	0.001226241	0.001602348	132	117	249	0.060240964	0.903614458	0.341814387	none	0	1	0	0
1	44537114	497673	253	0.001219676	0.001598439	118	135	253	-0.067193676	1.14229249	0.285168434	none	0	1	0	0
1	45037531	498098	238	0.001161418	0.001552405	135	103	238	0.134453782	4.302521008	0.038055921	none	0	1	0	0
1	45537948	497920	223	0.001194971	0.001649863	106	117	223	-0.049327354	0.542600897	0.461356825	none	0	1	0	0
1	46038365	497627	191	0.001025869	0.001327802	77	114	191	-0.193717277	7.167539267	0.007423453	13	0	0	0	1
1	46538782	498100	132	0.001099177	0.001306465	69	63	132	0.045454545	0.272727273	0.601508134	none	0	1	0	0
1	47039199	497657	348	0.001276984	0.001703483	189	159	348	0.086206897	2.586206897	0.107798214	none	0	1	0	0
1	47539616	497915	128	0.00106243	0.001880843	78	50	128	0.21875	6.125	0.013328329	none	0	1	0	0
1	48040033	497425	258	0.001155953	0.001495703	161	97	258	0.248062016	15.87596899	6.76E-05	23	0	0	1	0
1	48540450	497946	188	0.00107341	0.001454475	90	98	188	-0.042553191	0.340425532	0.5595837	none	0	1	0	0
1	49040867	496843	207	0.001202593	0.001733445	82	125	207	-0.207729469	8.93236715	0.00280161	13	0	0	0	1
1	49541284	497385	253	0.001293766	0.001682298	103	150	253	-0.185770751	8.731225296	0.003128062	13	0	0	0	1
1	50041701	497454	264	0.001167947	0.001604168	170	94	264	0.287878788	21.87878788	2.90E-06	23	0	0	1	0
1	50542118	497720	76	0.000858917	0.001689203	39	37	76	0.026315789	0.052631579	0.818545808	none	0	1	0	0
1	51042535	497884	195	0.001160913	0.001594749	87	108	195	-0.107692308	2.261538462	0.132622251	none	0	1	0	0
1	51542952	498150	189	0.000998695	0.001267189	69	120	189	-0.26984127	13.76190476	0.000207502	13	0	0	0	1
1	52043369	497595	266	0.001190727	0.001636371	159	107	266	0.195488722	10.16541353	0.001430998	23	0	0	1	0
1	52543786	497167	248	0.001275225	0.001680522	163	85	248	0.314516129	24.53225806	7.31E-07	23	0	0	1	0
1	53044203	497519	270	0.001282363	0.001723552	99	171	270	-0.266666667	19.2	1.18E-05	13	0	0	0	1
1	53544620	497603	262	0.001252002	0.001733309	147	115	262	0.122137405	3.908396947	0.048045405	none	0	1	0	0
1	54045037	496820	354	0.001629363	0.002025381	161	193	354	-0.09039548	2.892655367	0.088984154	none	0	1	0	0
1	54545454	496841	346	0.001529664	0.002003659	184	162	346	0.063583815	1.398843931	0.23691723	none	0	1	0	0
1	55045871	496587	256	0.001442849	0.002188438	97	159	256	-0.2421875	15.015625	0.000106625	13	0	0	0	1
1	55546288	496815	312	0.001639443	0.002226684	149	163	312	-0.044871795	0.628205128	0.42801445	none	0	1	0	0
1	56046705	497233	394	0.001681304	0.002224309	216	178	394	0.096446701	3.664974619	0.05556749	none	0	1	0	0
1	56547122	497799	358	0.001396146	0.001685419	128	230	358	-0.284916201	29.06145251	7.01E-08	13	0	0	0	1
1	57047539	497286	195	0.001047687	0.001474001	105	90	195	0.076923077	1.153846154	0.28274546	none	0	1	0	0
1	57547956	497726	302	0.00122256	0.001498314	95	207	302	-0.370860927	41.53642384	1.16E-10	13	0	0	0	1
1	58048373	498407	224	0.001097497	0.001446609	94	130	224	-0.160714286	5.785714286	0.016156931	none	0	1	0	0
1	58548790	497767	105	0.000971338	0.001385688	32	73	105	-0.39047619	16.00952381	6.30E-05	13	0	0	0	1
1	59049207	498054	201	0.00112036	0.001467712	138	63	201	0.373134328	27.98507463	1.22E-07	23	0	0	1	0
1	59549624	497840	261	0.001295597	0.001547686	122	139	261	-0.0651341	1.107279693	0.292674048	none	0	1	0	0
1	60050041	497654	184	0.001051936	0.001480446	124	60	184	0.347826087	22.26086957	2.38E-06	23	0	0	1	0
1	60550458	498007	157	0.001365443	0.001582307	85	72	157	0.082802548	1.076433121	0.299496864	none	0	1	0	0
1	61050875	498272	193	0.00109378	0.001400841	101	92	193	0.046632124	0.419689119	0.517092209	none	0	1	0	0
1	61551292	497900	219	0.001086564	0.001305483	147	72	219	0.342465753	25.68493151	4.02E-07	23	0	0	1	0
1	62051709	497996	123	0.000878521	0.001476417	66	57	123	0.073170732	0.658536585	0.41707706	none	0	1	0	0
1	62552126	497679	271	0.001265876	0.001589378	155	116	271	0.143911439	5.612546125	0.017832334	none	0	1	0	0
1	63052543	497591	193	0.001199781	0.001528364	102	91	193	0.056994819	0.626943005	0.428478862	none	0	1	0	0
1	63552960	497022	258	0.00115689	0.001482832	101	157	258	-0.217054264	12.15503876	0.000489554	13	0	0	0	1
1	64053377	497397	264	0.00118718	0.001622949	144	120	264	0.090909091	2.181818182	0.139649399	none	0	1	0	0
1	64553794	497759	194	0.001045687	0.001489174	113	81	194	0.164948454	5.278350515	0.021592194	none	0	1	0	0
1	65054211	497661	130	0.001054935	0.001516092	44	86	130	-0.323076923	13.56923077	0.000229924	13	0	0	0	1
1	65554628	497652	123	0.001021798	0.00148849	75	48	123	0.219512195	5.926829268	0.01491205	none	0	1	0	0
1	66055045	497729	170	0.001012599	0.001754971	105	65	170	0.235294118	9.411764706	0.002155976	23	0	0	1	0
1	66555462	497285	259	0.001312125	0.001579074	128	131	259	-0.011583012	0.034749035	0.852122522	none	0	1	0	0
1	67055879	497466	240	0.001196062	0.001561916	103	137	240	-0.141666667	4.816666667	0.028185802	none	0	1	0	0
1	67556296	498099	179	0.001151378	0.001387776	84	95	179	-0.061452514	0.675977654	0.410975255	none	0	1	0	0
1	68056713	496690	231	0.001136524	0.001568886	108	123	231	-0.064935065	0.974025974	0.323678161	none	0	1	0	0
1	68557130	496751	351	0.001448412	0.001717661	201	150	351	0.145299145	7.41025641	0.006485308	23	0	0	1	0
1	69057547	497432	211	0.001106684	0.001416777	67	144	211	-0.36492891	28.09952607	1.15E-07	13	0	0	0	1
1	69557964	496814	361	0.001493517	0.001829659	155	206	361	-0.141274238	7.20498615	0.007270131	13	0	0	0	1
1	70058381	497217	198	0.001190627	0.001554653	132	66	198	0.333333333	22	2.73E-06	23	0	0	1	0
1	70558798	498044	201	0.001089261	0.001504385	114	87	201	0.134328358	3.626865672	0.056853794	none	0	1	0	0
1	71059215	497558	213	0.001119467	0.001419935	105	108	213	-0.014084507	0.042253521	0.837137272	none	0	1	0	0
1	71559632	497665	45	0.000807772	0.001089086	17	28	45	-0.244444444	2.688888889	0.101050256	none	0	1	0	0
1	72060049	497390	271	0.001272643	0.001692837	163	108	271	0.20295203	11.16236162	0.000834736	23	0	0	1	0
1	72560466	497780	183	0.00122745	0.001715617	70	113	183	-0.234972678	10.10382514	0.001479619	13	0	0	0	1
1	73060883	497740	171	0.001091936	0.001665026	89	82	171	0.040935673	0.286549708	0.59244009	none	0	1	0	0
1	73561300	497582	177	0.001193773	0.001586673	86	91	177	-0.028248588	0.141242938	0.707048477	none	0	1	0	0
1	74061717	498122	240	0.001057974	0.001457474	90	150	240	-0.25	15	0.000107511	13	0	0	0	1
1	74562134	498090	236	0.001226686	0.001534863	132	104	236	0.118644068	3.322033898	0.068357213	none	0	1	0	0
1	75062551	497397	251	0.001286699	0.001687787	87	164	251	-0.306772908	23.62151394	1.17E-06	13	0	0	0	1
1	75562968	497485	189	0.001128677	0.001564369	87	102	189	-0.079365079	1.19047619	0.275233524	none	0	1	0	0
1	76063385	497581	215	0.001297276	0.001683645	104	111	215	-0.03255814	0.227906977	0.633080135	none	0	1	0	0
1	76563802	498090	159	0.001058042	0.001414403	74	85	159	-0.06918239	0.761006289	0.38301379	none	0	1	0	0
1	77064219	497746	224	0.001108999	0.001687608	116	108	224	0.035714286	0.285714286	0.592980098	none	0	1	0	0
1	77564636	497685	140	0.000931312	0.001349749	75	65	140	0.071428571	0.714285714	0.39802472	none	0	1	0	0
1	78065053	497789	187	0.001161135	0.001653311	95	92	187	0.016042781	0.048128342	0.826352703	none	0	1	0	0
1	78565470	497477	243	0.001219152	0.001636759	127	116	243	0.04526749	0.497942387	0.480405617	none	0	1	0	0
1	79065887	497831	285	0.001186145	0.001458828	157	128	285	0.101754386	2.950877193	0.085830958	none	0	1	0	0
1	79566304	498134	214	0.001072001	0.001415282	109	105	214	0.018691589	0.074766355	0.784519335	none	0	1	0	0
1	80066721	497545	298	0.001323498	0.001629501	133	165	298	-0.10738255	3.436241611	0.063780628	none	0	1	0	0
1	80567138	497929	120	0.000954955	0.001407329	65	55	120	0.083333333	0.833333333	0.361310429	none	0	1	0	0
1	81067555	497369	157	0.00102439	0.001466215	78	79	157	-0.006369427	0.006369427	0.936389414	none	0	1	0	0
1	81567972	497988	248	0.00135445	0.001807774	128	120	248	0.032258065	0.258064516	0.611452987	none	0	1	0	0
1	82068389	497846	288	0.001273486	0.001638057	137	151	288	-0.048611111	0.680555556	0.409395486	none	0	1	0	0
1	82568806	497737	266	0.001132124	0.001460108	130	136	266	-0.022556391	0.135338346	0.712960027	none	0	1	0	0
1	83069223	497772	205	0.001205371	0.001713636	104	101	205	0.014634146	0.043902439	0.83403523	none	0	1	0	0
1	83569640	497655	260	0.00120465	0.001553787	130	130	260	0	0	1	na	1	0	0	0
1	84070057	497277	250	0.001282987	0.001640937	147	103	250	0.176	7.744	0.005389129	23	0	0	1	0
1	84570474	497612	212	0.001162552	0.001591099	109	103	212	0.028301887	0.169811321	0.680279547	none	0	1	0	0
1	85070891	497534	246	0.001246146	0.001597881	111	135	246	-0.097560976	2.341463415	0.125971163	none	0	1	0	0
1	85571308	496247	264	0.001347111	0.00174258	128	136	264	-0.03030303	0.242424242	0.622460656	none	0	1	0	0
1	86071725	497695	278	0.001409498	0.001852038	139	139	278	0	0	1	na	1	0	0	0
1	86572142	497622	249	0.001159515	0.001623722	134	115	249	0.076305221	1.449799197	0.228560176	none	0	1	0	0
1	87072559	497567	152	0.001153613	0.001747503	76	76	152	0	0	1	na	1	0	0	0
1	87572976	497342	146	0.000981216	0.001601514	59	87	146	-0.191780822	5.369863014	0.020487586	none	0	1	0	0
1	88073393	497074	280	0.001306646	0.001865416	148	132	280	0.057142857	0.914285714	0.338979844	none	0	1	0	0
1	88573810	497327	168	0.001131047	0.001636247	65	103	168	-0.226190476	8.595238095	0.003370431	13	0	0	0	1
1	89074227	497378	231	0.001198284	0.001781341	111	120	231	-0.038961039	0.350649351	0.553745778	none	0	1	0	0
1	89574644	497246	292	0.001409765	0.001891418	128	164	292	-0.123287671	4.438356164	0.035140067	none	0	1	0	0
1	90075061	498038	221	0.001074215	0.001563134	117	104	221	0.058823529	0.764705882	0.381859829	none	0	1	0	0
1	90575478	497827	266	0.001256461	0.001583381	131	135	266	-0.015037594	0.060150376	0.806258423	none	0	1	0	0
1	91075895	497925	215	0.001140734	0.001524326	106	109	215	-0.013953488	0.041860465	0.837885982	none	0	1	0	0
1	91576312	498864	195	0.001065421	0.00134255	132	63	195	0.353846154	24.41538462	7.76E-07	23	0	0	1	0
1	92076729	497819	212	0.001071675	0.001463885	96	116	212	-0.094339623	1.886792453	0.169564145	none	0	1	0	0
1	92577146	498300	60	0.000781658	0.001367148	36	24	60	0.2	2.4	0.12133525	none	0	1	0	0
1	93077563	496813	183	0.001185557	0.001470372	90	93	183	-0.016393443	0.049180328	0.824495752	none	0	1	0	0
1	93577980	498162	186	0.001158258	0.001469402	133	53	186	0.430107527	34.40860215	4.47E-09	23	0	0	1	0
1	94078397	497864	296	0.001341732	0.001780607	108	188	296	-0.27027027	21.62162162	3.32E-06	13	0	0	0	1
1	94578814	497654	337	0.001358373	0.00177332	187	150	337	0.109792285	4.06231454	0.043850357	none	0	1	0	0
1	95079231	497696	254	0.001384379	0.00196606	140	114	254	0.102362205	2.661417323	0.102809088	none	0	1	0	0
1	95579648	497753	213	0.001367144	0.001808628	129	84	213	0.211267606	9.507042254	0.002046848	23	0	0	1	0
1	96080065	497397	283	0.001279662	0.002246194	157	126	283	0.109540636	3.395759717	0.065364246	none	0	1	0	0
1	96580482	496622	227	0.001274611	0.002085087	102	125	227	-0.101321586	2.330396476	0.12686956	none	0	1	0	0
1	97080899	496925	178	0.00109272	0.001882578	75	103	178	-0.157303371	4.404494382	0.035844349	none	0	1	0	0
1	97581316	497159	151	0.000953417	0.001642332	74	77	151	-0.01986755	0.059602649	0.807125076	none	0	1	0	0
1	98081733	497292	103	0.000855634	0.001323669	69	34	103	0.339805825	11.89320388	0.000563391	23	0	0	1	0
1	98582150	497912	131	0.000948963	0.001362188	107	24	131	0.633587786	52.58778626	4.11E-13	23	0	0	1	0
1	99082567	496592	181	0.001011897	0.001273178	95	86	181	0.049723757	0.447513812	0.503517976	none	0	1	0	0
1	99582984	497381	154	0.000965055	0.001331977	124	30	154	0.61038961	57.37662338	3.60E-14	23	0	0	1	0
1	100083401	497521	158	0.001002973	0.001306478	115	43	158	0.455696203	32.81012658	1.02E-08	23	0	0	1	0
1	100583818	497310	109	0.000856609	0.001174318	59	50	109	0.082568807	0.743119266	0.388663495	none	0	1	0	0
1	101084235	497769	239	0.00099946	0.001151639	161	78	239	0.347280335	28.82426778	7.93E-08	23	0	0	1	0
1	101584652	497690	77	0.000889108	0.00132462	34	43	77	-0.116883117	1.051948052	0.305058859	none	0	1	0	0
1	102085069	497161	129	0.001029847	0.001449229	50	79	129	-0.224806202	6.519379845	0.01067052	none	0	1	0	0
1	102585486	496927	279	0.001094728	0.001560591	178	101	279	0.275985663	21.25089606	4.03E-06	23	0	0	1	0
1	103085903	672744	253	0.000918626	0.00118693	157	96	253	0.241106719	14.70750988	0.000125545	23	0	0	1	0
1	103586320	322541	140	0.001350216	0.001718386	45	95	140	-0.357142857	17.85714286	2.38E-05	13	0	0	0	1
1	104086737	496471	447	0.001805745	0.002290668	224	223	447	0.002237136	0.002237136	0.962275422	none	0	1	0	0
1	104587154	497009	248	0.001287703	0.001517075	145	103	248	0.169354839	7.112903226	0.007653106	23	0	0	1	0
1	105087571	497932	233	0.001207996	0.001551919	136	97	233	0.167381974	6.527896996	0.010619544	none	0	1	0	0
1	105587988	496572	199	0.001153911	0.001596949	103	96	199	0.035175879	0.246231156	0.619741429	none	0	1	0	0
1	106088405	497491	181	0.001111578	0.001562842	91	90	181	0.005524862	0.005524862	0.940748272	none	0	1	0	0
1	106588822	496603	135	0.00106121	0.001447837	68	67	135	0.007407407	0.007407407	0.931413716	none	0	1	0	0
1	107089239	496289	200	0.001135427	0.00150769	137	63	200	0.37	27.38	1.67E-07	23	0	0	1	0
1	107589656	496388	169	0.001064691	0.001580921	93	76	169	0.100591716	1.710059172	0.190977693	none	0	1	0	0
1	108090073	497020	176	0.001047242	0.001493401	110	66	176	0.25	11	0.000911119	23	0	0	1	0
1	108590490	496119	115	0.00099976	0.001540961	62	53	115	0.07826087	0.704347826	0.401326607	none	0	1	0	0
1	109090907	496223	161	0.001085198	0.001540134	81	80	161	0.00621118	0.00621118	0.937182922	none	0	1	0	0
1	109591324	496989	115	0.000934628	0.001253046	52	63	115	-0.095652174	1.052173913	0.305006946	none	0	1	0	0
1	110091741	497428	124	0.000938829	0.001281593	67	57	124	0.080645161	0.806451613	0.369171416	none	0	1	0	0
1	110592158	496755	242	0.001320571	0.001826856	121	121	242	0	0	1	na	1	0	0	0
1	111092575	496617	256	0.001240392	0.001699499	113	143	256	-0.1171875	3.515625	0.060792724	none	0	1	0	0
1	111592992	496779	243	0.00123093	0.002084931	128	115	243	0.053497942	0.695473251	0.404308941	none	0	1	0	0
1	112093409	497470	95	0.001019157	0.001512654	37	58	95	-0.221052632	4.642105263	0.03119671	none	0	1	0	0
1	112593826	496537	95	0.000939507	0.001934901	41	54	95	-0.136842105	1.778947368	0.182278637	none	0	1	0	0
1	113094243	496991	113	0.001071448	0.001514615	39	74	113	-0.309734513	10.84070796	0.000992928	13	0	0	0	1
1	113594660	496909	152	0.001034395	0.001419777	69	83	152	-0.092105263	1.289473684	0.256144967	none	0	1	0	0
1	114095077	496283	162	0.001133426	0.001478491	101	61	162	0.24691358	9.87654321	0.001673991	23	0	0	1	0
1	114595494	496870	198	0.001065671	0.001568318	53	145	198	-0.464646465	42.74747475	6.23E-11	13	0	0	0	1
1	115095911	496965	216	0.00127675	0.001657561	99	117	216	-0.083333333	1.5	0.220671362	none	0	1	0	0
1	115596328	496923	122	0.001036378	0.001377477	58	64	122	-0.049180328	0.295081967	0.586982141	none	0	1	0	0
1	116096745	496242	306	0.001196997	0.001565768	118	188	306	-0.22875817	16.0130719	6.29E-05	13	0	0	0	1
1	116597162	496778	217	0.001201744	0.001638559	107	110	217	-0.013824885	0.041474654	0.838624462	none	0	1	0	0
1	117097579	497098	224	0.001487634	0.001826099	103	121	224	-0.080357143	1.446428571	0.229101884	none	0	1	0	0
1	117597996	496207	233	0.001346212	0.001871195	93	140	233	-0.201716738	9.480686695	0.002076462	13	0	0	0	1
1	118098413	496557	252	0.001315055	0.001821543	117	135	252	-0.071428571	1.285714286	0.256839258	none	0	1	0	0
1	118598830	496668	328	0.001481875	0.001961069	210	118	328	0.280487805	25.80487805	3.78E-07	23	0	0	1	0
1	119099247	496615	343	0.001515258	0.001849018	192	151	343	0.119533528	4.900874636	0.026843097	none	0	1	0	0
1	119599664	496554	362	0.001526521	0.001987699	200	162	362	0.104972376	3.988950276	0.045799589	none	0	1	0	0
1	120100081	496845	406	0.001737967	0.002138997	208	198	406	0.024630542	0.246305419	0.619688645	none	0	1	0	0
1	120600498	496187	366	0.001744302	0.002344378	186	180	366	0.016393443	0.098360656	0.753805851	none	0	1	0	0
