scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE669499,7500,5001,10001,7501,4775,4620,8.96969039352,14.5499855324,-0.237260715516,-0.555978378378,-0.445528943614,-0.254437869822
HE669499,12500,10001,15001,12501,4469,4237,8.08216688368,8.8629828559,-0.0460790246308,-0.0911301352515,-0.0636949440589,-0.0393384550345
HE669499,17500,15001,20001,17501,3809,3034,1.56770833333,0.914930555556,0.262937062937,3.91666666667,0.382502543235,0.16391775049
HE669499,22500,20001,25001,21904,3457,3134,2.79817708333,3.85026041667,-0.158245201723,-0.122276029056,-0.118875974695,-0.100430198112
HE669499,27500,25001,30001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669497,2500,1,5001,2512,4933,4846,10.3070384838,7.81434461806,0.13755538701,0.385732196028,0.258850837196,0.151081628537
HE669497,7500,5001,10001,7501,3770,3368,6.28946940104,5.11889648438,0.102606537029,0.36649001223,0.246996870946,0.115321299022
HE669497,12500,10001,15001,12501,4950,4900,9.2278374566,7.45374891493,0.106350109765,0.33223603999,0.166775470235,0.0905202004916
HE669497,17500,15001,20001,17501,4874,4687,10.2740794994,7.65833875868,0.145866592174,0.431184565119,0.289783063398,0.181214074159
HE669497,22500,20001,25001,22501,3036,2240,1.60255714699,1.84293619792,-0.0697662212238,-0.264865295712,-0.119601209329,-0.0706961109693
HE669497,27500,25001,30001,27501,4607,4340,4.22835286458,2.82796223958,0.198459196383,0.0741161877197,0.0700818870957,0.0641470421583
HE669497,32500,30001,35001,32501,4969,4955,1.46354166667,0.5546875,0.450322580645,0.0423235508125,0.0429966222806,0.033756770699
HE669497,37500,35001,40001,36494,2981,2940,0.721788194444,0.534288194444,0.149274360746,0.0418118466899,0.0415884476534,0.0244627537586
HE669497,42500,40001,45001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669495,2500,1,5001,2134,3532,3328,4.13679108796,3.94191261574,0.0241224928367,0.0362564599483,0.0262983209684,0.0178557225801
HE669495,7500,5001,10001,7700,4459,4359,4.48480902778,3.25325520833,0.159155285077,0.0550928083256,0.0538811860507,0.0422273206424
HE669495,12500,10001,15001,12501,4987,4980,5.88028971354,4.9788140191,0.0830156628613,0.0307731057575,0.0304363223388,0.0250641587759
HE669495,17500,15001,20001,17501,4991,4985,3.27156575521,2.61770290799,0.111026153605,0.0375845121373,0.0375203915171,0.0288800705467
HE669495,22500,20001,25001,22501,4987,4981,0.6953125,0.884114583333,-0.119538334707,-0.0104286536249,-0.0110375275938,-0.00843579102509
HE669495,27500,25001,30001,27501,4966,4956,0.521484375,0.728515625,-0.165625,-0.0239385727191,-0.033538407453,-0.0173618694038
HE669495,32500,30001,35001,32501,4996,4989,1.48681640625,1.79541015625,-0.0940196370128,-0.0651277823578,-0.128559804719,-0.0292574532436
HE669495,37500,35001,40001,37501,4993,4989,1.50358072917,2.15397135417,-0.177821288715,-0.088705380927,-0.109001636661,-0.0446154762259
HE669495,42500,40001,45001,42501,4252,4165,0.4140625,1.4296875,-0.550847457627,-0.735849056604,-1.49092067537,-0.214984611144
HE669495,47500,45001,50001,47501,4314,4188,0.9462890625,1.3408203125,-0.172502134927,0.217048710602,0.199276553765,-0.0559195349266
HE669495,52500,50001,55001,52501,4992,4894,0.203776041667,0.547526041667,-0.457538994801,-0.207547169811,-0.21199143469,-0.136269786648
HE669495,57500,55001,60001,57501,4827,4556,0.05859375,0.10546875,-0.285714285714,-0.00461538461538,-0.00505322259913,-0.00414189837009
HE669495,62500,60001,65001,62501,3987,2376,0.0390625,0.0364583333333,0.0344827586207,0.000473484848485,0.00048354600403,0.000460499386001
HE669495,67500,65001,70001,67501,4759,4498,0.485026041667,0.904947916667,-0.302107728337,-0.0530078895464,-0.0505617977528,-0.0409584488707
HE669495,72500,70001,75001,72501,4065,3630,0.0,0.0,NA,0.0,0.0,0.0
HE669495,77500,75001,80001,77501,4994,4905,1.9599609375,0.611002604167,0.524689794885,0.0849737532808,0.0886606760804,0.0733563850502
HE669495,82500,80001,85001,82501,4998,4997,0.609375,0.140625,0.625,0.0221893491124,0.0231303006939,0.0203303684879
HE669495,87500,85001,90001,87501,4979,4879,0.538411458333,0.802734375,-0.197087378641,-0.0155770411295,-0.0164973587972,-0.0134700242195
HE669495,92500,90001,95001,90152,234,NA,NA,NA,NA,NA,NA,NA
HE669493,2500,1,5001,2616,3839,3783,1.4677734375,2.95345052083,-0.336032984833,-0.103991979584,-0.0931893461591,-0.0761653995921
HE669493,7500,5001,10001,7501,4957,4639,6.02175564236,5.13286675347,0.0796879407788,0.0352708171876,0.0316186819888,0.0244786240336
HE669493,12500,10001,15001,12501,4173,4081,2.11474609375,1.50537109375,0.168330186134,0.0354223433243,0.0295066463511,0.021915242332
HE669493,17500,15001,20001,17501,3562,3213,1.90942382812,0.915066189236,0.352048558422,0.0766502726756,0.0671992021745,0.0553392781658
HE669493,22500,20001,25001,22501,4976,4943,6.92220052083,2.3349609375,0.495534144455,0.313044250933,0.257165798822,0.182431732661
HE669493,27500,25001,30001,27396,4681,4425,5.75889756944,1.50455729167,0.585718553929,0.264775796867,0.204707307395,0.124040621342
HE669493,32500,30001,35001,32572,4753,4354,1.69270833333,0.505208333333,0.54028436019,0.0739539409666,0.055652173913,0.041942283371
HE669493,37500,35001,40001,37500,4810,4316,2.056640625,0.780598958333,0.449747590638,0.0532898314301,0.0457601793052,0.0370044052863
HE669493,42500,40001,45001,42503,3547,3306,1.47314453125,0.22314453125,0.736902705815,0.0750997418446,0.0614531099968,0.0507596319927
HE669493,47500,45001,50001,46521,2990,2552,1.43185763889,0.516927083333,0.469487750557,0.119501133787,0.0825275026426,0.057742350782
HE669493,52500,50001,55001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669491,2500,1,5001,934,1005,638,0.099609375,0.052734375,0.307692307692,0.0555555555556,0.0441176470588,0.0340909090909
HE669491,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669489,2500,1,5001,2710,4387,4158,4.7609411169,6.07365813079,-0.121159720252,-0.341751412429,-0.271158328851,-0.142222326719
HE669489,7500,5001,10001,7501,4810,4681,4.71579318576,7.12160915799,-0.203238506419,-0.325140778977,-0.276073314075,-0.181195109726
HE669489,12500,10001,15001,12501,4918,4868,6.53762478299,4.66392686632,0.167271283062,0.321468463772,0.224664330569,0.13777366439
HE669489,17500,15001,20001,17501,4260,3878,3.23749457465,6.48206922743,-0.333818957193,-0.554685760926,-0.378515911795,-0.244055457009
HE669489,22500,20001,25001,22501,4951,4895,6.43353949653,5.70437282986,0.0600734827423,0.15465341066,0.113963979242,0.0732265446224
HE669489,27500,25001,30001,27501,4878,4787,5.59636320891,7.8948296441,-0.170367917813,-0.293844560352,-0.224597267284,-0.163909394329
HE669489,32500,30001,35001,32501,4961,4958,8.71286349826,6.17683919271,0.170320681224,0.217778606038,0.175589379893,0.154030684874
HE669489,37500,35001,40001,37501,4919,4870,4.1465838397,4.35318106192,-0.0243062278326,-0.0228681239491,-0.0184965707513,-0.0146092187444
HE669489,42500,40001,45001,42501,4857,4756,4.6005859375,4.54654947917,0.00590747330961,0.00632236441194,0.00541445594503,0.0041920368136
HE669489,47500,45001,50001,47501,4956,4896,7.32945421007,5.94512261285,0.104284423955,0.286259199426,0.188106354745,0.121214616442
HE669489,52500,50001,55001,52501,4943,4808,5.12898763021,7.5432671441,-0.190516964572,-0.266594775941,-0.203062826269,-0.1406109784
HE669489,57500,55001,60001,57501,4917,4759,6.42325846354,5.53957790799,0.0738688157316,0.250986193294,0.126079821655,0.0707042644812
HE669489,62500,60001,65001,60298,569,NA,NA,NA,NA,NA,NA,NA
HE669487,2500,1,5001,2522,4731,4248,5.11646412037,4.31004050926,0.0855485296826,0.192578772803,0.134384492984,0.0850615757909
HE669487,7500,5001,10001,7501,4441,3981,4.62424045139,3.79220920139,0.098857746951,0.134564088165,0.110394471638,0.0744697381711
HE669487,12500,10001,15001,12499,4349,3600,3.010244864,6.918447989,-0.393627155443,-0.287389888931,-0.268409129299,-0.223079686358
HE669487,17500,15001,20001,17521,4103,3816,4.05921766493,6.54663085938,-0.234532219534,-0.191454533307,-0.176923670603,-0.141625067958
HE669487,22500,20001,25001,22501,4955,4845,2.84423828125,2.84857855903,-0.000762413037263,-0.000367890515783,-0.00033414270121,-0.000296653745748
HE669487,27500,25001,30001,27501,3274,3006,3.59339735243,2.49118381076,0.181148629972,0.104985737319,0.103307998454,0.0734539809869
HE669487,32500,30001,35001,32501,4983,4939,2.75320095486,6.02099609375,-0.37243238564,-0.366642317994,-0.331523095214,-0.194309310278
HE669487,37500,35001,40001,37501,4974,4910,4.54806857639,6.82541232639,-0.200232784445,-0.0846031054999,-0.0820241054261,-0.0630664198659
HE669487,42500,40001,45001,42501,4947,4926,4.95825195312,5.26988389757,-0.030468107678,-0.00787203017246,-0.00779130585759,-0.00683969116603
HE669487,47500,45001,50001,47501,4968,4922,6.5895453559,9.18090820312,-0.164317585257,-0.50921108742,-0.26327858009,-0.141697057916
HE669487,52500,50001,55001,52501,4964,4945,5.38273111979,5.52530924479,-0.0130709201868,-0.00714612021145,-0.00667995201009,-0.00533517398189
HE669487,57500,55001,60001,57501,4893,4826,2.62738715278,3.89735243056,-0.19463846205,-0.0609151850772,-0.0582450832073,-0.0471137589566
HE669487,62500,60001,65001,62501,4410,4210,6.46723994502,4.29507559317,0.201830576714,0.196724318658,0.16043340742,0.132980230993
HE669487,67500,65001,70001,67501,4914,4777,6.6803656684,6.76196289063,-0.00607017019885,-0.00668301873378,-0.00533742157113,-0.00394427660289
HE669487,72500,70001,75001,72501,4940,4822,4.91569010417,4.28743489583,0.0682654216186,0.0677097951165,0.0617481443563,0.0460437375746
HE669487,77500,75001,80001,77501,4967,4748,7.05965169271,6.03100585938,0.0785786221388,0.108845411959,0.0857003381005,0.0521876995574
HE669487,82500,80001,85001,82501,4967,4945,5.31450737847,5.23399522569,0.00763256699069,0.00982833527604,0.0082810651548,0.00651162790698
HE669487,87500,85001,90001,86523,2936,2924,1.93836805556,1.86892361111,0.0182398540812,0.0193939393939,0.0181467619372,0.00819952169457
HE669487,92500,90001,95001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669485,2500,1,5001,2642,4182,4145,6.70566587095,6.80679434317,-0.00748409028554,-0.031004657352,-0.0216670283004,-0.00602189073585
HE669485,7500,5001,10001,7501,4368,4317,5.29662181713,7.64652054398,-0.181555503392,-0.62904225243,-0.371117178664,-0.218248636156
HE669485,12500,10001,15001,12501,4568,4490,8.5771484375,8.06477864583,0.0307878882717,0.0462814129455,0.0383210790281,0.0265735734947
HE669485,17500,15001,20001,17499,4921,4831,9.87080439815,8.0005787037,0.104649186008,0.148437769127,0.121402510319,0.0818439096659
HE669485,22500,20001,25001,22501,4894,4726,9.40288628472,7.22775607639,0.130790510739,0.125771721126,0.117355720257,0.0935932991568
HE669485,27500,25001,30001,27501,4808,4652,10.8271122685,10.2841435185,0.0257193961116,0.0997369050466,0.0636527844913,0.0328148361881
HE669485,32500,30001,35001,32501,4894,4700,8.94643373843,11.964879919,-0.144345124845,-0.655281258834,-0.489185101818,-0.241667294093
HE669485,37500,35001,40001,36152,2240,2194,2.11197916667,5.56684027778,-0.449920868189,-2.30324074074,-1.36942309898,-0.586645703336
HE669485,42500,40001,45001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669483,2500,1,5001,2616,3976,3377,3.048828125,4.06966145833,-0.143405889885,-0.566473988439,-0.449541284404,-0.388289676425
HE669483,7500,5001,10001,6851,2983,1709,1.79736328125,1.47444661458,0.0986966470998,0.196202531646,0.202036659878,0.105173876166
HE669483,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669481,2500,1,5001,964,1616,1234,0.784369574653,0.356201171875,0.37539837321,0.448613005912,0.337438002394,0.2603932955
HE669481,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669479,2500,1,5001,2671,2771,2422,1.39328342014,1.50634765625,-0.0389926280732,-0.0382525697504,-0.0337938639165,-0.0247165425305
HE669479,7500,5001,10001,7497,3768,3086,5.27126736111,1.98017939815,0.453852599657,0.909628918746,0.638665843113,0.405042555465
HE669479,12500,10001,15001,12406,4061,3383,3.40013744213,6.25951244213,-0.296012281424,3.67633928571,-1.44584659278,-0.322183098592
HE669479,17500,15001,20001,15228,140,NA,NA,NA,NA,NA,NA,NA
HE669477,2500,1,5001,703,1101,1065,0.2109375,0.138020833333,0.208955223881,-0.0537084398977,-0.252252252252,0.0754716981132
HE669477,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669475,2500,1,5001,2516,4897,4631,7.15695529514,6.59944661458,0.0405272166526,-0.452129531855,0.149830864342,0.0673235671794
HE669475,7500,5001,10001,7501,4678,4412,7.31730143229,5.6842719184,0.125602453629,6.82849364791,0.498058509465,0.167185069984
HE669475,12500,10001,15001,12501,3977,3146,3.75043402778,2.91232638889,0.125789850824,0.182859848485,0.149637723275,0.0986462324393
HE669475,17500,15001,20001,17501,4061,2861,2.87706163194,3.20171440972,-0.0534075898754,-0.0931043066965,-0.0548065650645,-0.0396943324135
HE669475,22500,20001,25001,22501,4297,4047,2.94653320312,3.48950195312,-0.084363857067,-0.49349112426,-0.131684210526,-0.0705902268367
HE669475,27500,25001,30001,27501,4851,4657,3.58181423611,1.89453125,0.308103824054,1.76064311594,0.650373633727,0.171763735576
HE669475,32500,30001,35001,32375,4701,4496,3.22916666667,1.73697916667,0.300471945464,0.815078236131,0.654857142857,0.209283214123
HE669475,37500,35001,40001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669473,2500,1,5001,617,1085,703,0.860749421296,0.511357060185,0.254639392661,0.854564755839,0.677039529016,0.209217707702
HE669473,7500,5001,10001,8188,3415,2455,5.63096788194,5.13878038194,0.0457009289298,0.179828734539,0.125890428701,0.0760070600326
HE669473,12500,10001,15001,10409,802,NA,NA,NA,NA,NA,NA,NA
HE669471,2500,1,5001,2791,3356,2244,4.05971498843,4.16822193287,-0.013187624733,-0.0420168067227,-0.0305039248383,-0.0209245877856
HE669471,7500,5001,10001,7501,4501,3190,3.86349826389,2.74457465278,0.169326765189,0.325176589304,0.263105970403,0.217635388966
HE669471,12500,10001,15001,12241,4200,3258,4.51538085938,3.72111002604,0.0964331587788,0.260312944523,0.220481927711,0.128606064865
HE669471,17500,15001,20001,16649,10,NA,NA,NA,NA,NA,NA,NA
HE669469,2500,1,5001,1615,2820,2775,1.11241319444,3.33289930556,-0.499511814099,-1.64819587629,-1.1293598234,-0.495400406701
HE669469,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669467,2500,1,5001,1528,2030,1917,5.26364474826,5.57231083623,-0.0284853592797,-0.142489815,-0.095646911145,-0.0599786342807
HE669467,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669465,2500,1,5001,2496,4860,4713,6.6060474537,5.66811342593,0.0764153278563,0.176638875266,0.0700527854167,0.0426287393847
HE669465,7500,5001,10001,7501,4957,4919,7.82709418403,5.80365668403,0.1484465177,0.133850129199,0.115627867755,0.0866736074961
HE669465,12500,10001,15001,12501,3900,3885,5.61494502315,6.52394386574,-0.0748831998474,-0.0442626877448,-0.0418526265304,-0.0331623227877
HE669465,17500,15001,20001,17192,4056,3942,6.32210286458,7.62288411458,-0.0932794883167,-0.196614839599,-0.151279592146,-0.0908907107692
HE669465,22500,20001,25001,22617,4683,4631,5.21137152778,5.03385416667,0.0173268375344,0.00554832058169,0.0053013380802,0.00412190353335
HE669465,27500,25001,30001,27226,4136,3906,3.65212673611,2.83246527778,0.126401392189,-1.50598086124,0.0910676396837,0.0470744150492
HE669465,32500,30001,35001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669463,2500,1,5001,3253,3314,3265,4.78618706597,8.20936414931,-0.263411457246,-0.367332681291,-0.319227733592,-0.23808373834
HE669463,7500,5001,10001,7501,4918,4667,3.48689778646,3.97062174479,-0.0648639210808,-0.0425836772123,-0.0319505762284,-0.0218827618028
HE669463,12500,10001,15001,12501,4961,4913,4.93608940972,4.49142795139,0.0471663367248,0.0468664226898,0.0325848414491,0.0233722681024
HE669463,17500,15001,20001,17501,4933,4832,8.66970486111,7.06011284722,0.102327442297,0.378263973888,0.177874238573,0.105266892803
HE669463,22500,20001,25001,22501,4596,4398,5.48746744792,5.65869140625,-0.0153617008849,-0.010373116668,-0.00960941210859,-0.00824261925158
HE669463,27500,25001,30001,27501,3895,3588,3.27224392361,3.36100260417,-0.0133808807171,-0.0175551549489,-0.0125026747776,-0.00843820920157
HE669463,32500,30001,35001,32501,4635,4090,5.45590096933,4.14492006655,0.136548832426,0.058736023335,0.0531070698072,0.0461513779457
HE669463,37500,35001,40001,37501,4955,4891,6.25032552083,4.24793836806,0.190735075244,0.175752380952,0.152301775506,0.120700105086
HE669463,42500,40001,45001,42501,4939,4811,6.87787543403,7.09163411458,-0.0153018028165,-0.00900876182114,-0.00750773639842,-0.00609105038154
HE669463,47500,45001,50001,47501,4939,4894,4.48671694155,4.90808557581,-0.0448512497714,-0.0778535151029,-0.050449935476,-0.0257508642565
HE669463,52500,50001,55001,52501,4905,4798,3.44639756944,3.32443576389,0.0180128205128,0.00364405021268,0.00324960680914,0.00282765872876
HE669463,57500,55001,60001,57501,4931,4895,4.96896701389,7.11089409722,-0.1773138833,-0.166661038128,-0.109419864084,-0.0827125007333
HE669463,62500,60001,65001,62501,4960,4941,4.77598741319,8.19959852431,-0.263850212823,-0.246623311656,-0.194202006524,-0.158521962232
HE669463,67500,65001,70001,67501,4828,4769,4.53712444541,6.28292884356,-0.161348964882,-0.244950571423,-0.213662198771,-0.12039910202
HE669463,72500,70001,75001,72501,4980,4965,5.17277018229,3.85701497396,0.145712792228,0.0498175902189,0.043561667457,0.0360063425324
HE669463,77500,75001,80001,77501,4834,4651,7.65974934896,2.33618164062,0.532573475535,0.166138404649,0.151909786728,0.150799456579
HE669463,82500,80001,85001,82501,4595,3499,1.62196180556,1.50390625,0.0377672868648,0.0205998182369,0.0156772334294,0.0116850199762
HE669463,87500,85001,90001,87501,5000,4967,4.94498697917,5.6318359375,-0.0649390619229,2.73316062176,-0.0985234453633,-0.0578448454425
HE669463,92500,90001,95001,92048,4036,4010,4.69921875,1.16341145833,0.603109383676,0.226404869101,0.1906037599,0.160186013587
HE669463,97500,95001,100001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669461,2500,1,5001,2502,4896,4814,10.5162278164,9.29841820988,0.0614600737691,0.997097844113,0.113285376867,0.0593808309436
HE669461,7500,5001,10001,7501,4881,4639,9.63667353877,8.88551613137,0.0405544603951,0.217639168343,0.0652105653173,0.0445822134829
HE669461,12500,10001,15001,12462,4743,4560,3.86295572917,4.45764612269,-0.0714720406176,-0.124764766588,-0.0747058021718,-0.0584135059472
HE669461,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669459,2500,1,5001,2567,3835,3639,4.99603045428,4.90445059317,0.00925004155578,0.0200570342205,0.0143777043372,0.00882371390536
HE669459,7500,5001,10001,7501,4985,4956,7.14382595486,5.68267144097,0.113916876042,0.406434866594,0.25161001009,0.148851502222
HE669459,12500,10001,15001,12501,4596,4035,6.46615487558,7.19770869502,-0.0535393094101,-0.328429462198,-0.176973960521,-0.0791599480251
HE669459,17500,15001,20001,17501,4957,4940,6.30560980903,7.90087890625,-0.112291582332,-0.367733866933,-0.19850042305,-0.11570000787
HE669459,22500,20001,25001,22501,4968,4944,8.53138563368,9.67222764757,-0.062671184905,-0.142977589208,-0.102674444343,-0.0690260374039
HE669459,27500,25001,30001,27501,4911,4869,9.13392469618,10.534749349,-0.0712211026307,-0.140155462915,-0.0979276655137,-0.0641756420878
HE669459,32500,30001,35001,32501,4748,4505,7.25379774306,7.5537109375,-0.0202541292337,-0.0370489517988,-0.0277240964258,-0.0164719904648
HE669459,37500,35001,40001,37501,4935,4873,7.17588975694,8.85753038194,-0.104883462819,-0.979893778452,-0.222813272759,-0.129392971246
HE669459,42500,40001,45001,42501,4915,4867,6.634765625,7.02473958333,-0.0285496401506,-0.0685930223681,-0.0502558939508,-0.0312033339121
HE669459,47500,45001,50001,47501,4929,4916,6.60207790799,7.05650499132,-0.0332704415007,-0.0494614512472,-0.0344166374474,-0.0240451967021
HE669459,52500,50001,55001,52501,4948,4922,6.96210394965,8.06692165799,-0.0735122646788,-0.627588757396,-0.183702189079,-0.0913921551028
HE669459,57500,55001,60001,57501,4368,4093,10.7111273872,7.28317599826,0.190502033642,0.377551508198,0.287745845149,0.20499820473
HE669459,62500,60001,65001,62501,4959,4918,7.30428059896,10.3324924045,-0.171698745851,-0.500897408285,-0.314175497583,-0.172054236006
HE669459,67500,65001,70001,67501,4963,4941,6.0534125434,6.33531358507,-0.0227546431121,-0.0643196672608,-0.0402104937316,-0.0237273275248
HE669459,72500,70001,75001,72501,4984,4959,13.441921658,9.5491265191,0.169317862714,0.260242571959,0.204482239752,0.175695661969
HE669459,77500,75001,80001,77501,4951,4918,9.75034360532,8.37295645255,0.0760009020642,0.156592322116,0.110547308163,0.0815991566244
HE669459,82500,80001,85001,82501,4794,4532,8.39867259838,6.84290002894,0.102074281144,0.21480793432,0.15537045599,0.0969561179685
HE669459,87500,85001,90001,87501,4636,4244,6.60521556713,5.41344762731,0.0991597751375,0.200806884111,0.0999472205876,0.0537187387916
HE669459,92500,90001,95001,92501,4864,4602,9.66676914545,6.97420548804,0.161803242701,0.466335914205,0.234813931629,0.143973883411
HE669459,97500,95001,100001,97501,4700,4226,6.48315429687,6.09122721354,0.0311686966877,0.12412371134,0.0692821155469,0.0344430811873
HE669459,102500,100001,105001,102501,4915,4814,5.12146448206,7.18280707465,-0.167530648449,-0.196358925594,-0.177473297418,-0.101567929969
HE669459,107500,105001,110001,107501,4894,4349,9.80419921875,6.87386067708,0.175700204938,0.715428631981,0.366067232966,0.194675252901
HE669459,112500,110001,115001,112501,4927,4821,8.54119646991,6.87691695602,0.107943135967,0.238924543585,0.158299962845,0.0924488270608
HE669459,117500,115001,120001,117310,3590,3432,3.93695746528,3.58865017361,0.04628294596,0.182344921609,0.0677825328003,0.0389913271627
HE669459,122500,120001,125001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669457,2500,1,5001,901,1748,1436,3.08991608796,3.17455150463,-0.0135103926097,-0.142543859649,-0.0584152978182,-0.0274854350686
HE669457,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669455,12500,10001,15001,12501,4735,3098,1.17708333333,1.61458333333,-0.15671641791,-0.0378378378378,-0.0374721189591,-0.036785636085
HE669455,17500,15001,20001,17501,4737,3960,0.975911458333,0.982421875,-0.00332446808511,-0.000508130081301,-0.000497133198555,-0.000456065673457
HE669455,22500,20001,25001,22501,4996,4772,0.0,0.125,-1.0,-0.00490998363339,-0.00490095977129,-0.00458832526128
HE669455,27500,25001,30001,25748,1227,920,0.0,0.0,NA,0.0,0.0,0.0
HE669455,32500,30001,35001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE669453,2500,1,5001,2501,4795,4412,9.298828125,8.62760416667,0.0374432540403,0.0607972638283,0.0486216274281,0.0376194993797
HE669453,7500,5001,10001,7500,4941,4834,9.42144097222,8.59143518519,0.0460784707441,0.176920467512,0.0913840615492,0.056298360704
HE669453,12500,10001,15001,12505,4921,4874,7.30708369502,6.67991355613,0.0448395125578,0.122395392173,0.0697651962599,0.0418256636869
HE669453,17500,15001,20001,17501,4785,4701,8.22641782407,6.9193431713,0.0862997014925,-3.08555327869,0.254410543064,0.135247005988
HE669453,22500,20001,25001,22452,4013,3486,4.07765480324,3.7093822338,0.047293029132,0.319224981189,0.0851579880568,0.0437792377545
HE669453,27500,25001,30001,27987,3812,3648,4.94121636285,6.43948025174,-0.131649576439,-2.55703703704,-0.272975288303,-0.142651505238
HE669453,32500,30001,35001,32501,861,NA,NA,NA,NA,NA,NA,NA
HE669453,37500,35001,40001,37501,4740,4302,7.01624891493,5.89124891493,0.0871586433582,0.14749061113,0.0995347110665,0.0766342429708
HE669453,42500,40001,45001,42500,4977,4957,5.4326171875,5.40983072917,0.00210159721388,0.00876753507014,0.00221702960262,0.00142561029698
HE669453,47500,45001,50001,47501,4893,4858,6.20871310764,4.57047526042,0.15198155847,0.194431566476,0.126220572499,0.0910758019955
HE669453,52500,50001,55001,52501,4584,4412,6.19019458912,7.05123336227,-0.0650261268127,-0.194722549405,-0.0924655671993,-0.0600670158759
HE669453,57500,55001,60001,57501,4770,4633,5.584463614,3.42503074363,0.23968413594,0.387306035601,0.184852406636,0.119535664089
HE669453,62500,60001,65001,62501,4603,3875,3.07052951389,3.48003472222,-0.062514493954,-0.0261125871803,-0.0212210043334,-0.0187794828925
HE669453,67500,65001,70001,66324,2627,2623,4.19344075521,3.21666124132,0.131817283264,0.19696306669,0.173611736117,0.0941802558344
