#chrom	coord	total	dtotal	T12	T123	D_left	D_right	D_total	D_stat	D_chisq	D_Pvalue	introgression	introgna	intrognone	introg23	introg13
1	10999979	502786	291.0	0.00160306770674	0.00167168536912	181.0	110.0	291.0	0.243986254296	17.323024055	3.1534288198e-05	23	0	0	1	0
1	11499978	502544	289.0	0.00152026489223	0.00147051800439	165.0	124.0	289.0	0.141868512111	5.81660899654	0.0158755231158	none	0	1	0	0
1	11999977	503068	343.0	0.00173137627518	0.00167770559845	178.0	165.0	343.0	0.0379008746356	0.492711370262	0.482720310888	none	0	1	0	0
1	12499976	502639	236.0	0.00165028977059	0.00161497615585	142.0	94.0	236.0	0.203389830508	9.76271186441	0.00178087022058	23	0	0	1	0
1	12999975	502572	284.0	0.00159877589679	0.0016052426319	130.0	154.0	284.0	-0.0845070422535	2.02816901408	0.154406531108	none	0	1	0	0
1	13499974	502562	211.0	0.00167839987902	0.00147892200365	146.0	65.0	211.0	0.383886255924	31.0947867299	2.45730483739e-08	23	0	0	1	0
1	13999973	502411	190.0	0.00149479211243	0.00139527199842	113.0	77.0	190.0	0.189473684211	6.82105263158	0.00900894529333	23	0	0	1	0
1	14499972	502299	227.0	0.00151901556643	0.0013786609171	91.0	136.0	227.0	-0.198237885463	8.92070484581	0.00281955673352	13	0	0	0	1
1	14999971	502941	246.0	0.00173380177794	0.00162444501443	143.0	103.0	246.0	0.162601626016	6.50406504065	0.0107628142828	none	0	1	0	0
1	15499970	502683	251.0	0.00167998519942	0.00151238454453	110.0	141.0	251.0	-0.123505976096	3.82868525896	0.0503824382085	none	0	1	0	0
1	15999969	502639	299.0	0.00179452847869	0.00169007975903	165.0	134.0	299.0	0.103678929766	3.21404682274	0.073008702292	none	0	1	0	0
1	16499968	502841	303.0	0.00170531042616	0.00158946863919	187.0	116.0	303.0	0.234323432343	16.6369636964	4.52603053128e-05	23	0	0	1	0
1	16999967	502786	256.0	0.00182682095365	0.00169207177606	149.0	107.0	256.0	0.1640625	6.890625	0.00866489672603	23	0	0	1	0
1	17499966	503118	253.0	0.001774931527	0.00167058224909	170.0	83.0	253.0	0.343873517787	29.9169960474	4.50942614361e-08	23	0	0	1	0
1	17999965	502691	281.0	0.00176350879566	0.00176102217863	111.0	170.0	281.0	-0.209964412811	12.3879003559	0.000432124891635	13	0	0	0	1
1	18499964	502395	207.0	0.00162023905493	0.00139432120145	104.0	103.0	207.0	0.0048309178744	0.0048309178744	0.944587808319	none	0	1	0	0
1	18999963	502494	168.0	0.00140996708418	0.00126220412582	106.0	62.0	168.0	0.261904761905	11.5238095238	0.000687104384357	23	0	0	1	0
1	19499962	502152	252.0	0.00150352881199	0.00147067023531	136.0	116.0	252.0	0.0793650793651	1.5873015873	0.207712085728	none	0	1	0	0
1	19999961	502342	233.0	0.00143229114826	0.0013591338172	138.0	95.0	233.0	0.184549356223	7.9356223176	0.00484709543898	23	0	0	1	0
1	20499960	502684	291.0	0.00168893380334	0.00160637696843	170.0	121.0	291.0	0.168384879725	8.25085910653	0.00407327185282	23	0	0	1	0
1	20999959	502775	286.0	0.00171150116851	0.00157476008155	208.0	78.0	286.0	0.454545454545	59.0909090909	1.50990331349e-14	23	0	0	1	0
1	21499958	502705	288.0	0.00161028834008	0.00154812464567	191.0	97.0	288.0	0.326388888889	30.6805555556	3.04198226608e-08	23	0	0	1	0
1	21999957	502642	245.0	0.00153488964313	0.00151947111463	122.0	123.0	245.0	-0.00408163265306	0.00408163265306	0.949059680886	none	0	1	0	0
1	22499956	503496	272.0	0.00155115432893	0.00161371689149	133.0	139.0	272.0	-0.0220588235294	0.132352941176	0.716004795504	none	0	1	0	0
1	22999955	501962	353.0	0.00174814029747	0.00171975169435	170.0	183.0	353.0	-0.0368271954674	0.478753541076	0.488987454387	none	0	1	0	0
1	23499954	502521	214.0	0.00151137962394	0.00145217811793	128.0	86.0	214.0	0.196261682243	8.24299065421	0.00409096710435	23	0	0	1	0
1	23999953	502742	273.0	0.00166884803736	0.00155745889542	183.0	90.0	273.0	0.340659340659	31.6813186813	1.81661258258e-08	23	0	0	1	0
1	24499952	503513	424.0	0.00183907863352	0.0017447414466	279.0	145.0	424.0	0.316037735849	42.3490566038	7.63531460279e-11	23	0	0	1	0
1	24999951	502180	295.0	0.00165279381895	0.00158708032976	202.0	93.0	295.0	0.369491525424	40.2745762712	2.2066193317e-10	23	0	0	1	0
1	25499950	502611	285.0	0.00168420508107	0.00150265314528	170.0	115.0	285.0	0.19298245614	10.6140350877	0.00112232504654	23	0	0	1	0
1	25999949	502759	236.0	0.00169464892722	0.00163398367806	141.0	95.0	236.0	0.194915254237	8.96610169492	0.00275034801911	23	0	0	1	0
1	26499948	502550	215.0	0.00160780021888	0.00148641926176	105.0	110.0	215.0	-0.0232558139535	0.116279069767	0.733105712413	none	0	1	0	0
1	26999947	502636	232.0	0.00169307411327	0.00160155659364	133.0	99.0	232.0	0.146551724138	4.98275862069	0.0256011291776	none	0	1	0	0
1	27499946	502616	232.0	0.00159067757493	0.00150960176357	121.0	111.0	232.0	0.0431034482759	0.431034482759	0.51148177945	none	0	1	0	0
1	27999945	502019	145.0	0.00140930920941	0.00123551100656	89.0	56.0	145.0	0.227586206897	7.51034482759	0.00613456260811	23	0	0	1	0
1	28499944	502164	139.0	0.00139994105511	0.00130734182458	84.0	55.0	139.0	0.208633093525	6.05035971223	0.0139034641909	none	0	1	0	0
1	28999943	502348	225.0	0.00138847969933	0.00133224378319	79.0	146.0	225.0	-0.297777777778	19.9511111111	7.94477720678e-06	13	0	0	0	1
1	29499942	502583	272.0	0.00159874090449	0.00159028458981	124.0	148.0	272.0	-0.0882352941176	2.11764705882	0.145610095397	none	0	1	0	0
1	29999941	502749	268.0	0.00148483636964	0.00148334457155	126.0	142.0	268.0	-0.0597014925373	0.955223880597	0.328393158355	none	0	1	0	0
1	30499940	502838	227.0	0.00166156893473	0.00163919592394	138.0	89.0	227.0	0.215859030837	10.577092511	0.00114497593665	23	0	0	1	0
1	30999939	502098	202.0	0.00160128102482	0.00140908746898	104.0	98.0	202.0	0.029702970297	0.178217821782	0.672909310916	none	0	1	0	0
1	31499938	502528	202.0	0.00148747930464	0.00145912267575	84.0	118.0	202.0	-0.168316831683	5.72277227723	0.0167462690323	none	0	1	0	0
1	31999937	502485	229.0	0.00155825547031	0.00153437416042	122.0	107.0	229.0	0.0655021834061	0.982532751092	0.32157430966	none	0	1	0	0
1	32499936	502627	235.0	0.00165430826438	0.00157621854775	135.0	100.0	235.0	0.148936170213	5.21276595745	0.0224216368943	none	0	1	0	0
1	32999935	502450	210.0	0.00163598367997	0.00147576873321	125.0	85.0	210.0	0.190476190476	7.61904761905	0.00577549808931	23	0	0	1	0
1	33499934	502671	230.0	0.00164322190856	0.00154176389726	115.0	115.0	230.0	0.0	0	1	na	1	0	0	0
1	33999933	502480	192.0	0.00138711988537	0.00137617417609	116.0	76.0	192.0	0.208333333333	8.33333333333	0.00389241712278	23	0	0	1	0
1	34499932	502201	120.0	0.00128534192485	0.00162634084759	80.0	40.0	120.0	0.333333333333	13.3333333333	0.000260729632855	23	0	0	1	0
1	34999931	502485	127.0	0.00140203190145	0.0014930793954	69.0	58.0	127.0	0.0866141732283	0.952755905512	0.329018795972	none	0	1	0	0
1	35499930	502285	207.0	0.00146331266114	0.00149018983247	116.0	91.0	207.0	0.12077294686	3.0193236715	0.0822777727221	none	0	1	0	0
1	35999929	502626	178.0	0.00160457278374	0.00170753204172	82.0	96.0	178.0	-0.0786516853933	1.10112359551	0.294019654253	none	0	1	0	0
1	36499928	502881	241.0	0.00160375913984	0.00171561462851	129.0	112.0	241.0	0.0705394190871	1.19917012448	0.273487606768	none	0	1	0	0
1	36999927	502182	131.0	0.00144170838461	0.00142677356018	70.0	61.0	131.0	0.0687022900763	0.618320610687	0.431672042916	none	0	1	0	0
1	37499926	502625	194.0	0.00152996766973	0.00162546630191	92.0	102.0	194.0	-0.0515463917526	0.515463917526	0.47278308612	none	0	1	0	0
1	37999925	502588	119.0	0.00137189905051	0.00178525949684	66.0	53.0	119.0	0.109243697479	1.42016806723	0.233375742019	none	0	1	0	0
1	38499924	502971	271.0	0.00161738947176	0.00171331945579	157.0	114.0	271.0	0.158671586716	6.82287822878	0.00899974102397	23	0	0	1	0
1	38999923	502437	180.0	0.00154944799049	0.00154496981711	101.0	79.0	180.0	0.122222222222	2.68888888889	0.101050255925	none	0	1	0	0
1	39499922	502232	191.0	0.00145152041288	0.0014057248443	80.0	111.0	191.0	-0.162303664921	5.03141361257	0.0248915738373	none	0	1	0	0
1	39999921	502226	129.0	0.00137487903852	0.00136840784826	84.0	45.0	129.0	0.302325581395	11.7906976744	0.000595274222215	23	0	0	1	0
1	40499920	502997	177.0	0.00167197816289	0.00198112513594	104.0	73.0	177.0	0.175141242938	5.42937853107	0.0198007244646	none	0	1	0	0
1	40999919	502660	167.0	0.00161540603987	0.00167807265348	81.0	86.0	167.0	-0.0299401197605	0.149700598802	0.698821641114	none	0	1	0	0
1	41499918	502472	214.0	0.00155431546434	0.00148963524336	119.0	95.0	214.0	0.11214953271	2.69158878505	0.100879181993	none	0	1	0	0
1	41999917	502147	219.0	0.00136912099445	0.00122723027321	104.0	115.0	219.0	-0.0502283105023	0.552511415525	0.457293343008	none	0	1	0	0
1	42499916	502291	188.0	0.00142546850332	0.00138366006956	94.0	94.0	188.0	0.0	0	1	na	1	0	0	0
1	42999915	502583	169.0	0.00150522401275	0.00135748722102	86.0	83.0	169.0	0.0177514792899	0.0532544378698	0.817494086363	none	0	1	0	0
1	43499914	502342	256.0	0.00155969439147	0.0015791034793	173.0	83.0	256.0	0.3515625	31.640625	1.85507974537e-08	23	0	0	1	0
1	43999913	502671	208.0	0.00156663105689	0.0015323143766	116.0	92.0	208.0	0.115384615385	2.76923076923	0.0960923294557	none	0	1	0	0
1	44499912	502362	275.0	0.00152977335069	0.00143173647688	138.0	137.0	275.0	0.00363636363636	0.00363636363636	0.951914894903	none	0	1	0	0
1	44999911	502401	240.0	0.00145998913219	0.00141072569521	145.0	95.0	240.0	0.208333333333	10.4166666667	0.00124883098809	23	0	0	1	0
1	45499910	502466	192.0	0.00149761376889	0.00147323400986	113.0	79.0	192.0	0.177083333333	6.02083333333	0.0141379694559	none	0	1	0	0
1	45999909	502033	109.0	0.0013415452769	0.00130021333259	68.0	41.0	109.0	0.247706422018	6.6880733945	0.00970600422109	23	0	0	1	0
1	46499908	502096	113.0	0.00130652305535	0.00114719097543	84.0	29.0	113.0	0.486725663717	26.7699115044	2.29178047095e-07	23	0	0	1	0
1	46999907	502533	378.0	0.00159293021553	0.00147104767249	316.0	62.0	378.0	0.671957671958	170.677248677	0.0	23	0	0	1	0
1	47499906	502446	408.0	0.00149468798637	0.00134243281865	62.0	346.0	408.0	-0.696078431373	197.68627451	0.0	13	0	0	0	1
1	47999905	502622	206.0	0.00150311765104	0.00149963590929	116.0	90.0	206.0	0.126213592233	3.28155339806	0.0700625863248	none	0	1	0	0
1	48499904	502629	164.0	0.00147723271041	0.00137427406696	94.0	70.0	164.0	0.146341463415	3.51219512195	0.0609186907797	none	0	1	0	0
1	48999903	502166	287.0	0.00157816339617	0.00157766555283	119.0	168.0	287.0	-0.170731707317	8.36585365854	0.00382336973941	13	0	0	0	1
1	49499902	502547	244.0	0.00155209363502	0.00143966633967	115.0	129.0	244.0	-0.0573770491803	0.803278688525	0.370114899917	none	0	1	0	0
1	49999901	502442	334.0	0.00149967558445	0.00142255225479	125.0	209.0	334.0	-0.251497005988	21.125748503	4.30109917204e-06	13	0	0	0	1
1	50499900	502525	191.0	0.00153226207651	0.00132928710014	65.0	126.0	191.0	-0.319371727749	19.4816753927	1.01569409678e-05	13	0	0	0	1
1	50999899	502285	215.0	0.00150213524194	0.00127467473645	58.0	157.0	215.0	-0.460465116279	45.5860465116	1.46078704688e-11	13	0	0	0	1
1	51499898	501993	129.0	0.00119025564101	0.00122959881911	65.0	64.0	129.0	0.0077519379845	0.0077519379845	0.929840838129	none	0	1	0	0
1	51999897	502338	246.0	0.00154179058721	0.00147560009396	120.0	126.0	246.0	-0.0243902439024	0.146341463415	0.702056394927	none	0	1	0	0
1	52499896	502433	282.0	0.00157035863488	0.00148776055713	141.0	141.0	282.0	0.0	0	1	na	1	0	0	0
1	52999895	502756	211.0	0.00166482349291	0.00170162066688	90.0	121.0	211.0	-0.14691943128	4.55450236967	0.0328323034815	none	0	1	0	0
1	53499894	502701	234.0	0.00164710235309	0.00157747846135	138.0	96.0	234.0	0.179487179487	7.53846153846	0.00603955904866	23	0	0	1	0
1	53999893	503061	276.0	0.00185862151906	0.00183476755304	140.0	136.0	276.0	0.0144927536232	0.0579710144928	0.809732059793	none	0	1	0	0
1	54499892	502908	325.0	0.00180152234604	0.00167923357751	144.0	181.0	325.0	-0.113846153846	4.21230769231	0.0401317050941	none	0	1	0	0
1	54999891	503159	285.0	0.00190893932137	0.0019303043372	156.0	129.0	285.0	0.0947368421053	2.55789473684	0.109744638747	none	0	1	0	0
1	55499890	503215	297.0	0.00199020299474	0.00182774758304	138.0	159.0	297.0	-0.0707070707071	1.48484848485	0.223017469947	none	0	1	0	0
1	55999889	503123	388.0	0.00198857933348	0.00180323698181	214.0	174.0	388.0	0.103092783505	4.12371134021	0.04228621487	none	0	1	0	0
1	56499888	502633	227.0	0.00151800617946	0.00153392236483	114.0	113.0	227.0	0.00440528634361	0.00440528634361	0.947081398151	none	0	1	0	0
1	56999887	502232	178.0	0.0014007470651	0.00139925373134	90.0	88.0	178.0	0.0112359550562	0.0224719101124	0.880838511383	none	0	1	0	0
1	57499886	502364	165.0	0.00146109195723	0.00145711078023	67.0	98.0	165.0	-0.187878787879	5.82424242424	0.0158067746073	none	0	1	0	0
1	57999885	502231	198.0	0.00137685646645	0.00132658079649	79.0	119.0	198.0	-0.20202020202	8.08080808081	0.00447364925661	13	0	0	0	1
1	58499884	502088	124.0	0.0014101113749	0.00130156466595	39.0	85.0	124.0	-0.370967741935	17.064516129	3.61311254998e-05	13	0	0	0	1
1	58999883	502265	208.0	0.00146436642012	0.00125581117538	111.0	97.0	208.0	0.0673076923077	0.942307692308	0.331685068057	none	0	1	0	0
1	59499882	502418	240.0	0.00143804561142	0.00147038919784	90.0	150.0	240.0	-0.25	15.0	0.000107511176729	13	0	0	0	1
1	59999881	502104	200.0	0.00140010834409	0.0012228542294	108.0	92.0	200.0	0.08	1.28	0.257899035292	none	0	1	0	0
1	60499880	502347	227.0	0.00142630492468	0.00135812496143	110.0	117.0	227.0	-0.0308370044053	0.215859030837	0.642213406898	none	0	1	0	0
1	60999879	502839	178.0	0.00142888678086	0.0013657452982	60.0	118.0	178.0	-0.325842696629	18.8988764045	1.37833827221e-05	13	0	0	0	1
1	61499878	501806	172.0	0.00136905497344	0.00140093980542	69.0	103.0	172.0	-0.197674418605	6.72093023256	0.00952879138632	13	0	0	0	1
1	61999877	502124	184.0	0.00135125984816	0.00130097346472	99.0	85.0	184.0	0.0760869565217	1.0652173913	0.30202822811	none	0	1	0	0
1	62499876	502395	200.0	0.00153166333264	0.00152818001772	107.0	93.0	200.0	0.07	0.98	0.322198806163	none	0	1	0	0
1	62999875	502536	175.0	0.00143273317732	0.00136607128644	127.0	48.0	175.0	0.451428571429	35.6628571429	2.34594454973e-09	23	0	0	1	0
1	63499874	502119	193.0	0.00145284285199	0.00145632808159	78.0	115.0	193.0	-0.19170984456	7.0932642487	0.00773741911002	13	0	0	0	1
1	63999873	502578	254.0	0.00151717743315	0.00150474155256	129.0	125.0	254.0	0.0157480314961	0.0629921259843	0.80182777679	none	0	1	0	0
1	64499872	502328	231.0	0.00145223837811	0.00136215779331	119.0	112.0	231.0	0.030303030303	0.212121212121	0.645109875785	none	0	1	0	0
1	64999871	502093	196.0	0.00140710983822	0.00126022469941	105.0	91.0	196.0	0.0714285714286	1.0	0.317310507863	none	0	1	0	0
1	65499870	502370	187.0	0.00142922547127	0.00133865477636	101.0	86.0	187.0	0.0802139037433	1.20320855615	0.272681333114	none	0	1	0	0
1	65999869	502904	333.0	0.00159970889076	0.00143715301529	184.0	149.0	333.0	0.105105105105	3.67867867868	0.0551125092646	none	0	1	0	0
1	66499868	502024	158.0	0.00153179927653	0.00153877105477	91.0	67.0	158.0	0.151898734177	3.64556962025	0.0562185700275	none	0	1	0	0
1	66999867	502390	221.0	0.001426182846	0.00138189454408	100.0	121.0	221.0	-0.0950226244344	1.99547511312	0.157769583567	none	0	1	0	0
1	67499866	502443	177.0	0.0013444311096	0.00132502592334	72.0	105.0	177.0	-0.186440677966	6.15254237288	0.0131223330151	none	0	1	0	0
1	67999865	502011	201.0	0.00148203923818	0.00124897661605	104.0	97.0	201.0	0.0348258706468	0.243781094527	0.621488448004	none	0	1	0	0
1	68499864	502518	277.0	0.00166760195655	0.00153029344222	174.0	103.0	277.0	0.256317689531	18.1985559567	1.99029682902e-05	23	0	0	1	0
1	68999863	502467	138.0	0.00130854364565	0.00125630140885	68.0	70.0	138.0	-0.0144927536232	0.0289855072464	0.864812504159	none	0	1	0	0
1	69499862	502593	219.0	0.00173301259667	0.00186731609871	112.0	107.0	219.0	0.0228310502283	0.114155251142	0.735462143833	none	0	1	0	0
1	69999861	502646	156.0	0.00161545103313	0.0015547721458	86.0	70.0	156.0	0.102564102564	1.64102564103	0.200184804178	none	0	1	0	0
1	70499860	502950	149.0	0.00152699075455	0.00154687344666	72.0	77.0	149.0	-0.0335570469799	0.167785234899	0.682087687187	none	0	1	0	0
1	70999859	501864	165.0	0.00140874818676	0.00139081504153	99.0	66.0	165.0	0.2	6.6	0.0101978767762	none	0	1	0	0
1	71499858	501476	55.0	0.00110673292441	0.00102198310587	21.0	34.0	55.0	-0.236363636364	3.07272727273	0.0796158014601	none	0	1	0	0
1	71999857	502645	261.0	0.00168309641994	0.00156671209303	135.0	126.0	261.0	0.0344827586207	0.310344827586	0.577468662427	none	0	1	0	0
1	72499856	502676	215.0	0.0015417485617	0.00150892423748	112.0	103.0	215.0	0.0418604651163	0.376744186047	0.539350864161	none	0	1	0	0
1	72999855	502330	209.0	0.00155375948082	0.00151742878188	101.0	108.0	209.0	-0.0334928229665	0.234449760766	0.628243848408	none	0	1	0	0
1	73499854	502259	138.0	0.00157289366642	0.00131306756076	55.0	83.0	138.0	-0.202898550725	5.68115942029	0.0171480325015	none	0	1	0	0
1	73999853	502292	154.0	0.00143542003456	0.00135379420735	98.0	56.0	154.0	0.272727272727	11.4545454545	0.000713193321187	23	0	0	1	0
1	74499852	502432	215.0	0.00145193777466	0.00139869673906	103.0	112.0	215.0	-0.0418604651163	0.376744186047	0.539350864161	none	0	1	0	0
1	74999851	502560	247.0	0.00154011461318	0.00157991085642	118.0	129.0	247.0	-0.0445344129555	0.48987854251	0.483981488848	none	0	1	0	0
1	75499850	502461	167.0	0.00155036908337	0.00149066295693	65.0	102.0	167.0	-0.221556886228	8.19760479042	0.0041945728706	13	0	0	0	1
1	75999849	502501	216.0	0.00152935019035	0.00161044455633	89.0	127.0	216.0	-0.175925925926	6.68518518519	0.00972174231224	13	0	0	0	1
1	76499848	502290	142.0	0.00143443030918	0.00144587787931	77.0	65.0	142.0	0.0845070422535	1.01408450704	0.313926302119	none	0	1	0	0
1	76999847	502935	279.0	0.00147732808415	0.00149621720501	152.0	127.0	279.0	0.089605734767	2.24014336918	0.134468511779	none	0	1	0	0
1	77499846	501702	191.0	0.00132150160852	0.00121386799335	105.0	86.0	191.0	0.0994764397906	1.89005235602	0.169196016538	none	0	1	0	0
1	77999845	502447	278.0	0.00145786520767	0.00137377673665	126.0	152.0	278.0	-0.0935251798561	2.43165467626	0.118907324776	none	0	1	0	0
1	78499844	502412	248.0	0.00146592836158	0.00145348837209	103.0	145.0	248.0	-0.16935483871	7.11290322581	0.00765310645484	13	0	0	0	1
1	78999843	502202	196.0	0.00140282197204	0.00133462232329	99.0	97.0	196.0	0.0102040816327	0.0204081632653	0.886403006367	none	0	1	0	0
1	79499842	502541	189.0	0.00139391611829	0.00136257539186	114.0	75.0	189.0	0.206349206349	8.04761904762	0.00455634980319	23	0	0	1	0
1	79999841	502223	222.0	0.00149734281385	0.00148738707706	124.0	98.0	222.0	0.117117117117	3.04504504505	0.0809838691937	none	0	1	0	0
1	80499840	502060	132.0	0.00137732541927	0.00126429112058	94.0	38.0	132.0	0.424242424242	23.7575757576	1.09264451698e-06	23	0	0	1	0
1	80999839	502142	183.0	0.00139203651557	0.00128250574539	109.0	74.0	183.0	0.191256830601	6.69398907104	0.00967385065092	23	0	0	1	0
1	81499838	502731	265.0	0.00168380306764	0.00152914779475	121.0	144.0	265.0	-0.0867924528302	1.99622641509	0.157691372703	none	0	1	0	0
1	81999837	502548	257.0	0.00155905505544	0.00157646632759	145.0	112.0	257.0	0.128404669261	4.2373540856	0.0395437490162	none	0	1	0	0
1	82499836	502287	172.0	0.0013936255567	0.00139063921622	107.0	65.0	172.0	0.244186046512	10.2558139535	0.00136254502278	23	0	0	1	0
1	82999835	502684	225.0	0.00155266529271	0.00161682090538	108.0	117.0	225.0	-0.04	0.36	0.5485062355	none	0	1	0	0
1	83499834	502467	199.0	0.00143392501398	0.00152597085978	100.0	99.0	199.0	0.00502512562814	0.00502512562814	0.943486798057	none	0	1	0	0
1	83999833	502497	245.0	0.00153732261088	0.00152886484894	109.0	136.0	245.0	-0.110204081633	2.97551020408	0.0845334692571	none	0	1	0	0
1	84499832	502380	224.0	0.00147896014969	0.00139933914567	114.0	110.0	224.0	0.0178571428571	0.0714285714286	0.789268026134	none	0	1	0	0
1	84999831	502390	227.0	0.00150480702243	0.00141722566134	119.0	108.0	227.0	0.0484581497797	0.533039647577	0.465331724545	none	0	1	0	0
1	85499830	502755	222.0	0.00164692544082	0.00164095831966	123.0	99.0	222.0	0.108108108108	2.59459459459	0.107228873865	none	0	1	0	0
1	85999829	503039	315.0	0.00175930693246	0.0017245183773	147.0	168.0	315.0	-0.0666666666667	1.4	0.236723570638	none	0	1	0	0
1	86499828	502593	268.0	0.00152409603795	0.00151116310812	145.0	123.0	268.0	0.0820895522388	1.80597014925	0.178992405437	none	0	1	0	0
1	86999827	502355	256.0	0.00157259308656	0.00141035721751	161.0	95.0	256.0	0.2578125	17.015625	3.70734756924e-05	23	0	0	1	0
1	87499826	502274	176.0	0.00149818624894	0.00141904617798	106.0	70.0	176.0	0.204545454545	7.36363636364	0.00665560548295	23	0	0	1	0
1	87999825	503113	267.0	0.00180178210462	0.00160848556885	131.0	136.0	267.0	-0.0187265917603	0.0936329588015	0.759608429371	none	0	1	0	0
1	88499824	502018	194.0	0.00146508690923	0.00140981000681	94.0	100.0	194.0	-0.0309278350515	0.185567010309	0.666632055322	none	0	1	0	0
1	88999823	502765	238.0	0.00171849671318	0.00168070569749	127.0	111.0	238.0	0.0672268907563	1.0756302521	0.299677159206	none	0	1	0	0
1	89499822	502951	274.0	0.00178446806945	0.00175017049375	151.0	123.0	274.0	0.102189781022	2.86131386861	0.0907333597175	none	0	1	0	0
1	89999821	502438	224.0	0.00145689617425	0.00138524554273	118.0	106.0	224.0	0.0535714285714	0.642857142857	0.422678074171	none	0	1	0	0
1	90499820	502557	204.0	0.00155504748715	0.0015724584475	114.0	90.0	204.0	0.117647058824	2.82352941176	0.0928919408837	none	0	1	0	0
1	90999819	502446	188.0	0.00147279508644	0.001588230377	84.0	104.0	188.0	-0.106382978723	2.12765957447	0.144661487773	none	0	1	0	0
1	91499818	502873	143.0	0.0014049272878	0.00141139015219	67.0	76.0	143.0	-0.0629370629371	0.566433566434	0.451679612729	none	0	1	0	0
1	91999817	501717	154.0	0.00146596587319	0.00137577558664	88.0	66.0	154.0	0.142857142857	3.14285714286	0.0762601094833	none	0	1	0	0
1	92499816	501998	133.0	0.00134960697055	0.00114193682047	67.0	66.0	133.0	0.00751879699248	0.00751879699248	0.93090123504	none	0	1	0	0
1	92999815	502305	155.0	0.00150207543226	0.00144483929087	97.0	58.0	155.0	0.251612903226	9.81290322581	0.00173291730592	23	0	0	1	0
1	93499814	502339	217.0	0.00140542541989	0.00128399347851	95.0	122.0	217.0	-0.124423963134	3.35944700461	0.066820503426	none	0	1	0	0
1	93999813	502628	269.0	0.00161053502789	0.00167469778842	134.0	135.0	269.0	-0.00371747211896	0.00371747211896	0.951382244126	none	0	1	0	0
