chrom	blockRange	AAAAA	AAABA	AABAA	AABBA	ABAAA	ABABA	ABBAA	ABBBA	BAAAA	BAABA	BABAA	BABBA	BBAAA	BBABA	BBBAA	BBBBA
"1"	19000031-19500074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	19500074-20000175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	20000175-20500072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	20500072-21000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	21000001-21500046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	21500046-22000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	22000138-22500168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	22500168-23000143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	23000143-23500018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	23500018-24000106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	24000106-24500170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	24500170-25000238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	25000238-25500037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	25500037-26000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	26000061-26500034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	26500034-27000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	27000035-27500010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	27500010-28000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	28000055-28500003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	28500003-29000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	29000012-29500099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	29500099-30000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	30000008-30500167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	30500167-31000448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	31000448-31500055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	31500055-32000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	32000042-32500098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	32500098-33000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	33000042-33500009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	33500009-34000074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	34000074-34500097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	34500097-35000074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	35000074-35500127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	35500127-36000098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	36000098-36500008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	36500008-37000116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	37000116-37500010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	37500010-38000328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	38000328-38500155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	38500155-39000114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	39000114-39500112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	39500112-40000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	40000012-40500176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	40500176-41000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	41000030-41500024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	41500024-42000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	42000004-42500010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	42500010-43000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	43000009-43500210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	43500210-44000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	44000018-44500153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	44500153-45000033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	45000033-45500129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	45500129-46000084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	46000084-46500029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	46500029-47000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	47000032-47500080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	47500080-48000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	48000177-48500171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	48500171-49000420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	49000420-49500010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	49500010-50000090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	50000090-50500041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	50500041-51000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	51000058-51500278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	51500278-52000220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	52000220-52500145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	52500145-53000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	53000012-53500023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	53500023-54000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	54000001-54500066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	54500066-55000013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	55000013-55500025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	55500025-56000013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	56000013-56500022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	56500022-57000173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	57000173-57500068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	57500068-58000069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	58000069-58500078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	58500078-59000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	59000009-59500087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	59500087-60000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	60000008-60500038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	60500038-61000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	61000016-61500048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	61500048-62000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	62000017-62500085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	62500085-63000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	63000032-63500013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	63500013-64000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	64000034-64500068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	64500068-65000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	65000052-65500007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	65500007-66000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	66000035-66500023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	66500023-67000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	67000000-67500064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	67500064-68000113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	68000113-68500055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	68500055-69000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	69000000-69500409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	69500409-70000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	70000035-70500148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	70500148-71000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	71000022-71500223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	71500223-72000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	72000064-72500013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	72500013-73000155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	73000155-73500012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	73500012-74000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	74000024-74500069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	74500069-75000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	75000054-75500114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	75500114-76000131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	76000131-76500017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	76500017-77000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	77000004-77500005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	77500005-78000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	78000058-78500011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	78500011-79000065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	79000065-79500041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	79500041-80000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	80000158-80500049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	80500049-81000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	81000030-81500002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	81500002-82000084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	82000084-82500034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	82500034-83000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	83000025-83500078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	83500078-84000131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	84000131-84500088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	84500088-85000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	85000042-85500025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	85500025-86000080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	86000080-86500184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	86500184-87000224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	87000224-87500005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	87500005-88000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	88000045-88500176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	88500176-89000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	89000017-89500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	89500000-90000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	90000022-90500112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	90500112-91000103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	91000103-91500025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	91500025-92000380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	92000380-92500084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	92500084-93000145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	93000145-93500061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	93500061-94000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	94000187-94500053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	94500053-95000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	95000028-95500042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	95500042-96000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	96000021-96500034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	96500034-97000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	97000027-97500028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	97500028-98000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	98000012-98500017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	98500017-99000117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	99000117-99500167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	99500167-100000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	100000047-100500259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	100500259-101000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	101000052-101500002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	101500002-102000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	102000021-102500196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	102500196-103000074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	103000074-103675352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	103675352-104000136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	104000136-104500100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	104500100-105000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	105000064-105500375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	105500375-106000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	106000051-106500036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	106500036-107000076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	107000076-107500044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	107500044-108000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	108000026-108500094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	108500094-109000043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	109000043-109500078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	109500078-110000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	110000001-110500315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	110500315-111000178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	111000178-111500022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	111500022-112000036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	112000036-112500049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	112500049-113000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	113000041-113500008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	113500008-114000231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	114000231-114500166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	114500166-115000296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	115000296-115500292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	115500292-116000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	116000030-116500195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	116500195-117000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	117000003-117500185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	117500185-118000044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	118000044-118500023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	118500023-119000195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	119000195-119500079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	119500079-120000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	120000032-120500035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	120500035-121000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	121000004-121500562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	121500562-122000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	122000005-122500053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1"	122500053-122678406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	296-500016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	500016-1000373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	1000373-1500060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	1500060-2000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	2000000-2500042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	2500042-3000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	3000011-3500115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	3500115-4000165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	4000165-4500041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	4500041-5000132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	5000132-5500115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	5500115-6000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	6000021-6500006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	6500006-7000106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	7000106-7500021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	7500021-8000126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	8000126-8500028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	8500028-9000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	9000187-9500270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	9500270-10000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	10000048-10500079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	10500079-11000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	11000014-11500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	11500105-12000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	12000009-12500160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	12500160-13000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	13000011-13500004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	13500004-14000072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	14000072-14500130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	14500130-15000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	15000030-15500099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	15500099-16000068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	16000068-16500036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	16500036-17000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	17000064-17500110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	17500110-18000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	18000119-18500040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	18500040-19000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	19000021-19500159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	19500159-20000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	20000063-20500009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	20500009-21000182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	21000182-21500084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	21500084-22000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	22000007-22500091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	22500091-23000089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	23000089-23500482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	23500482-24000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	24000051-24500138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	24500138-25000080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	25000080-25500021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	25500021-26000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	26000002-26500024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	26500024-27000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	27000018-27500194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	27500194-28000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	28000007-28500077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	28500077-29000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	29000008-29500029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	29500029-30000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	30000001-30500048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	30500048-31000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	31000014-31500016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	31500016-32000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	32000026-32500007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	32500007-33000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2"	33000019-33500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
