chrom	coord	total	dtotal	T12	T123	D_left	D_right	D_total	D_stat	D_chisq	D_Pvalue	introgression	introgna	intrognone	introg23	introg13
1	30000008	502466	327	0.003303706	0.002668837	171	156	327	0.04587156	0.688073394	0.406820465	none	0	1	0	0
1	30500167	502976	288	0.003265563	0.002582131	155	133	288	0.076388889	1.680555556	0.194850649	none	0	1	0	0
1	31000448	502684	278	0.003313215	0.002631375	114	164	278	-0.179856115	8.992805755	0.002710445	13	0	0	0	1
1	31500055	501510	235	0.003097645	0.002362366	108	127	235	-0.080851064	1.536170213	0.215188763	none	0	1	0	0
1	32000042	502636	205	0.003164318	0.002483407	116	89	205	0.131707317	3.556097561	0.059327061	none	0	1	0	0
1	32500098	502086	253	0.00305127	0.002446792	117	136	253	-0.075098814	1.42687747	0.232274714	none	0	1	0	0
1	33000042	501838	267	0.003190273	0.002526712	122	145	267	-0.086142322	1.981273408	0.15925632	none	0	1	0	0
1	33500009	501638	244	0.002945351	0.002328871	96	148	244	-0.213114754	11.08196721	0.000871713	13	0	0	0	1
1	34000074	501881	260	0.00305152	0.002491128	130	130	260	0	0	1	na	1	0	0	0
1	34500097	502437	207	0.003030231	0.002365968	71	136	207	-0.314009662	20.41062802	6.25E-06	13	0	0	0	1
1	35000074	502307	154	0.002987217	0.002638327	69	85	154	-0.103896104	1.662337662	0.197287993	none	0	1	0	0
1	35500127	502419	127	0.003100002	0.002537225	53	74	127	-0.165354331	3.472440945	0.062399168	none	0	1	0	0
1	36000098	501697	248	0.002985866	0.002394872	111	137	248	-0.10483871	2.725806452	0.098738238	none	0	1	0	0
1	36500008	502609	204	0.003276901	0.002787455	104	100	204	0.019607843	0.078431373	0.779434528	none	0	1	0	0
1	37000116	502850	278	0.003306155	0.002775679	130	148	278	-0.064748201	1.165467626	0.280334482	none	0	1	0	0
1	37500010	501761	154	0.002875871	0.002352714	71	83	154	-0.077922078	0.935064935	0.333550254	none	0	1	0	0
1	38000328	502413	215	0.003049284	0.002535762	115	100	215	0.069767442	1.046511628	0.30631186	none	0	1	0	0
1	38500155	502250	142	0.002974614	0.002701842	67	75	142	-0.056338028	0.450704225	0.502000719	none	0	1	0	0
1	39000114	502425	311	0.003279096	0.002697418	138	173	311	-0.112540193	3.938906752	0.04718143	none	0	1	0	0
1	39500112	502572	219	0.003245306	0.002599628	95	124	219	-0.132420091	3.840182648	0.05003807	none	0	1	0	0
1	40000012	502253	208	0.003181663	0.002485799	128	80	208	0.230769231	11.07692308	0.000874087	23	0	0	1	0
1	40500176	502015	143	0.002951107	0.00229525	52	91	143	-0.272727273	10.63636364	0.001108855	13	0	0	0	1
1	41000030	502806	206	0.00339992	0.003031487	84	122	206	-0.184466019	7.009708738	0.008106887	13	0	0	0	1
1	41500024	502734	181	0.00324625	0.002707197	93	88	181	0.027624309	0.138121547	0.710155636	none	0	1	0	0
1	42000004	501879	244	0.003095368	0.002455273	109	135	244	-0.106557377	2.770491803	0.096016657	none	0	1	0	0
1	42500010	502174	229	0.003024848	0.002221342	124	105	229	0.082969432	1.576419214	0.209277232	none	0	1	0	0
1	43000009	502103	210	0.00303623	0.002421316	102	108	210	-0.028571429	0.171428571	0.678845299	none	0	1	0	0
1	43500210	502222	182	0.002993696	0.002302269	86	96	182	-0.054945055	0.549450549	0.458542286	none	0	1	0	0
1	44000018	501800	287	0.002992228	0.002484556	104	183	287	-0.275261324	21.7456446	3.11E-06	13	0	0	0	1
1	44500153	502581	243	0.003186551	0.002538397	115	128	243	-0.053497942	0.695473251	0.404308941	none	0	1	0	0
1	45000033	502126	306	0.003150604	0.002441618	153	153	306	0	0	1	na	1	0	0	0
1	45500129	502639	245	0.003125504	0.002431168	103	142	245	-0.159183673	6.208163265	0.01271625	none	0	1	0	0
1	46000084	502425	212	0.003211425	0.002522267	84	128	212	-0.20754717	9.132075472	0.002511666	13	0	0	0	1
1	46500029	501972	122	0.002918489	0.002290964	49	73	122	-0.196721311	4.721311475	0.029791014	none	0	1	0	0
1	47000032	502016	132	0.002984965	0.002183695	37	95	132	-0.439393939	25.48484848	4.46E-07	13	0	0	0	1
1	47500080	502820	391	0.003368004	0.002532218	78	313	391	-0.601023018	141.2404092	0	13	0	0	0	1
1	48000177	502313	425	0.003191237	0.002358091	354	71	425	0.665882353	188.4447059	0	23	0	0	1	0
1	48500171	502058	242	0.003173936	0.002505189	105	137	242	-0.132231405	4.231404959	0.03968258	none	0	1	0	0
1	49000420	502668	187	0.003242697	0.002444954	78	109	187	-0.165775401	5.139037433	0.023393615	none	0	1	0	0
1	49500010	502053	309	0.003331322	0.002648625	182	127	309	0.177993528	9.789644013	0.001754974	23	0	0	1	0
1	50000090	502129	275	0.00324319	0.002446085	160	115	275	0.163636364	7.363636364	0.006655605	23	0	0	1	0
1	50500041	502501	355	0.003261685	0.002492532	218	137	355	0.228169014	18.48169014	1.72E-05	23	0	0	1	0
1	51000058	501962	219	0.003217375	0.002350776	141	78	219	0.287671233	18.12328767	2.07E-05	23	0	0	1	0
1	51500278	502327	248	0.003085639	0.00226048	181	67	248	0.459677419	52.40322581	4.52E-13	23	0	0	1	0
1	52000220	501885	153	0.002796457	0.002213156	76	77	153	-0.006535948	0.006535948	0.935565055	none	0	1	0	0
1	52500145	502476	269	0.003367325	0.002537435	137	132	269	0.018587361	0.092936803	0.7604763	none	0	1	0	0
1	53000012	501893	293	0.003130149	0.002490571	140	153	293	-0.044368601	0.576791809	0.447572584	none	0	1	0	0
1	53500023	502518	257	0.003318289	0.002701893	133	124	257	0.035019455	0.315175097	0.574521766	none	0	1	0	0
1	54000001	502509	263	0.003274568	0.002602441	108	155	263	-0.178707224	8.399239544	0.00375378	13	0	0	0	1
1	54500066	502039	311	0.003511679	0.002858344	147	164	311	-0.054662379	0.92926045	0.33505517	none	0	1	0	0
1	55000013	502246	368	0.003579919	0.002754626	198	170	368	0.076086957	2.130434783	0.144399792	none	0	1	0	0
1	55500025	502249	353	0.003659539	0.002996522	167	186	353	-0.053824363	1.02266289	0.311888196	none	0	1	0	0
1	56000013	501721	331	0.003650435	0.002816805	172	159	331	0.039274924	0.510574018	0.474890474	none	0	1	0	0
1	56500022	502630	414	0.003813939	0.002903726	170	244	414	-0.178743961	13.22705314	0.000275937	13	0	0	0	1
1	57000173	502308	256	0.003179324	0.002578099	124	132	256	-0.03125	0.25	0.617075077	none	0	1	0	0
1	57500068	501853	224	0.002919182	0.002318408	112	112	224	0	0	1	na	1	0	0	0
1	58000069	501873	178	0.002948953	0.002386062	111	67	178	0.247191011	10.87640449	0.000973971	23	0	0	1	0
1	58500078	502640	244	0.003161308	0.00246598	146	98	244	0.196721311	9.442622951	0.002120001	23	0	0	1	0
1	59000009	501995	165	0.002893455	0.002236576	96	69	165	0.163636364	4.418181818	0.035557906	none	0	1	0	0
1	59500087	502425	248	0.003164651	0.002342638	111	137	248	-0.10483871	2.725806452	0.098738238	none	0	1	0	0
1	60000008	502061	272	0.002958804	0.002403592	161	111	272	0.183823529	9.191176471	0.002431845	23	0	0	1	0
1	60500038	501511	232	0.002891263	0.002175426	105	127	232	-0.094827586	2.086206897	0.148634711	none	0	1	0	0
1	61000016	501629	257	0.002870647	0.002230732	129	128	257	0.003891051	0.003891051	0.950261586	none	0	1	0	0
1	61500048	502376	200	0.002918133	0.002284146	125	75	200	0.25	12.5	0.000406952	23	0	0	1	0
1	62000017	501895	192	0.002944839	0.002345112	111	81	192	0.15625	4.6875	0.030382822	none	0	1	0	0
1	62500085	502372	190	0.002991807	0.002299093	79	111	190	-0.168421053	5.389473684	0.02025858	none	0	1	0	0
1	63000032	502235	228	0.003113085	0.00253915	108	120	228	-0.052631579	0.631578947	0.426776737	none	0	1	0	0
1	63500013	501829	205	0.002962164	0.002329977	71	134	205	-0.307317073	19.36097561	1.08E-05	13	0	0	0	1
1	64000034	502380	211	0.003158963	0.002562801	117	94	211	0.109004739	2.507109005	0.113333672	none	0	1	0	0
1	64500068	502158	277	0.003081699	0.002479797	136	141	277	-0.018050542	0.090252708	0.763856136	none	0	1	0	0
1	65000052	502126	265	0.003044057	0.002313662	128	137	265	-0.033962264	0.305660377	0.580355441	none	0	1	0	0
1	65500007	501815	204	0.00284567	0.002145213	97	107	204	-0.049019608	0.490196078	0.483839851	none	0	1	0	0
1	66000035	502198	206	0.003046607	0.002304868	97	109	206	-0.058252427	0.699029126	0.403110114	none	0	1	0	0
1	66500023	502088	365	0.003056237	0.002367613	161	204	365	-0.117808219	5.065753425	0.024403096	none	0	1	0	0
1	67000000	502113	185	0.003114837	0.00252732	81	104	185	-0.124324324	2.859459459	0.090838019	none	0	1	0	0
1	67500064	501728	253	0.002868088	0.002333934	132	121	253	0.043478261	0.47826087	0.489211129	none	0	1	0	0
1	68000113	502170	223	0.002944222	0.002309477	118	105	223	0.058295964	0.757847534	0.384002972	none	0	1	0	0
1	68500055	501350	219	0.002914132	0.002204049	101	118	219	-0.077625571	1.319634703	0.250657621	none	0	1	0	0
1	69000000	501559	304	0.003148184	0.002433413	110	194	304	-0.276315789	23.21052632	1.45E-06	13	0	0	0	1
1	69500409	501646	152	0.002804767	0.002183811	80	72	152	0.052631579	0.421052632	0.516412268	none	0	1	0	0
1	70000035	502616	363	0.004109499	0.00324154	183	180	363	0.008264463	0.024793388	0.874882989	none	0	1	0	0
1	70500148	502012	169	0.003181199	0.002525836	87	82	169	0.029585799	0.147928994	0.700522394	none	0	1	0	0
1	71000022	502025	180	0.003108411	0.002556148	90	90	180	0	0	1	na	1	0	0	0
1	71500223	502825	185	0.003251628	0.002512803	81	104	185	-0.124324324	2.859459459	0.090838019	none	0	1	0	0
1	72000064	501527	75	0.002757578	0.002027807	45	30	75	0.2	3	0.083264517	none	0	1	0	0
1	72500013	502605	299	0.003512699	0.002698441	150	149	299	0.003344482	0.003344482	0.953882852	none	0	1	0	0
1	73000155	502425	246	0.003368662	0.002638702	123	123	246	0	0	1	na	1	0	0	0
1	73500012	502493	251	0.003304524	0.002559737	135	116	251	0.075697211	1.438247012	0.230423223	none	0	1	0	0
1	74000024	501809	151	0.003072882	0.002269788	91	60	151	0.205298013	6.364238411	0.011644306	none	0	1	0	0
1	74500069	502631	190	0.003299637	0.00249338	65	125	190	-0.315789474	18.94736842	1.34E-05	13	0	0	0	1
1	75000054	502847	246	0.003311146	0.002588262	129	117	246	0.048780488	0.585365854	0.44421673	none	0	1	0	0
1	75500114	502218	293	0.003225691	0.002652235	152	141	293	0.037542662	0.412969283	0.520466249	none	0	1	0	0
1	76000131	501867	188	0.003075516	0.002398544	115	73	188	0.223404255	9.382978723	0.002190094	23	0	0	1	0
1	76500017	502338	240	0.003198046	0.002660062	136	104	240	0.133333333	4.266666667	0.038867104	none	0	1	0	0
1	77000004	502586	184	0.003156674	0.00251748	93	91	184	0.010869565	0.02173913	0.882783191	none	0	1	0	0
1	77500005	502312	299	0.003265898	0.002567627	120	179	299	-0.197324415	11.64214047	0.000644744	13	0	0	0	1
1	78000058	502364	218	0.003006784	0.002284698	111	107	218	0.018348624	0.073394495	0.786457035	none	0	1	0	0
1	78500011	502108	318	0.002979439	0.002326193	190	128	318	0.194968553	12.08805031	0.00050746	23	0	0	1	0
1	79000065	501968	286	0.00305896	0.00243392	179	107	286	0.251748252	18.12587413	2.07E-05	23	0	0	1	0
1	79500041	502172	215	0.003106505	0.002371697	97	118	215	-0.097674419	2.051162791	0.152089993	none	0	1	0	0
1	80000158	502567	227	0.003174701	0.002439973	87	140	227	-0.233480176	12.37444934	0.000435249	13	0	0	0	1
1	80500049	502151	261	0.003276903	0.002563472	126	135	261	-0.034482759	0.310344828	0.577468662	none	0	1	0	0
1	81000030	502047	155	0.00286527	0.002221406	54	101	155	-0.303225806	14.2516129	0.000159924	13	0	0	0	1
1	81500002	501616	219	0.002840818	0.002149054	100	119	219	-0.086757991	1.648401826	0.199176591	none	0	1	0	0
1	82000084	502751	301	0.003349571	0.002584779	156	145	301	0.03654485	0.401993355	0.526061597	none	0	1	0	0
1	82500034	502488	273	0.003270725	0.002642352	132	141	273	-0.032967033	0.296703297	0.585956577	none	0	1	0	0
1	83000025	502302	205	0.003181353	0.002501483	86	119	205	-0.16097561	5.312195122	0.021176658	none	0	1	0	0
1	83500078	502529	279	0.003295332	0.002667508	137	142	279	-0.017921147	0.089605735	0.764678982	none	0	1	0	0
1	84000131	502276	220	0.003129753	0.002551386	107	113	220	-0.027272727	0.163636364	0.685830434	none	0	1	0	0
1	84500088	501711	264	0.002897086	0.00234946	146	118	264	0.106060606	2.96969697	0.084837745	none	0	1	0	0
1	85000042	502146	220	0.00305688	0.002335974	119	101	220	0.081818182	1.472727273	0.224915884	none	0	1	0	0
1	85500025	502249	225	0.003193635	0.002497765	109	116	225	-0.031111111	0.217777778	0.640738382	none	0	1	0	0
1	86000080	501196	271	0.002977877	0.002524461	118	153	271	-0.129151292	4.520295203	0.033495052	none	0	1	0	0
1	86500184	502845	361	0.003374797	0.002722509	196	165	361	0.085872576	2.662049862	0.102768216	none	0	1	0	0
1	87000224	502590	302	0.003246185	0.002558248	147	155	302	-0.026490066	0.21192053	0.645266259	none	0	1	0	0
1	87500005	502128	274	0.003316883	0.002512805	105	169	274	-0.233576642	14.94890511	0.000110462	13	0	0	0	1
1	88000045	502076	193	0.003206686	0.002483688	89	104	193	-0.077720207	1.165803109	0.28026527	none	0	1	0	0
1	88500176	501629	284	0.003356066	0.002555175	150	134	284	0.056338028	0.901408451	0.342404334	none	0	1	0	0
1	89000017	502187	247	0.003230868	0.002474676	123	124	247	-0.004048583	0.004048583	0.949266057	none	0	1	0	0
1	89500000	502504	270	0.003367137	0.002732317	108	162	270	-0.2	10.8	0.001015001	13	0	0	0	1
1	90000022	502422	303	0.003436354	0.002755154	136	167	303	-0.102310231	3.171617162	0.074928222	none	0	1	0	0
1	90500112	502610	236	0.003196315	0.002479557	104	132	236	-0.118644068	3.322033898	0.068357213	none	0	1	0	0
1	91000103	502756	255	0.003401252	0.002676249	128	127	255	0.003921569	0.003921569	0.950067169	none	0	1	0	0
1	91500025	502569	219	0.003304024	0.002663813	113	106	219	0.03196347	0.223744292	0.636201647	none	0	1	0	0
1	92000380	502851	170	0.003173902	0.002458979	83	87	170	-0.023529412	0.094117647	0.759006269	none	0	1	0	0
1	92500084	502533	165	0.003379878	0.002546599	75	90	165	-0.090909091	1.363636364	0.242908261	none	0	1	0	0
1	93000145	502637	162	0.003231955	0.002282462	83	79	162	0.024691358	0.098765432	0.753316224	none	0	1	0	0
1	93500061	501310	164	0.002957252	0.002404201	54	110	164	-0.341463415	19.12195122	1.23E-05	13	0	0	0	1
1	94000187	502394	245	0.003110109	0.002314419	137	108	245	0.118367347	3.432653061	0.063919341	none	0	1	0	0
1	94500053	502796	302	0.003340321	0.002745149	153	149	302	0.013245033	0.052980132	0.81795646	none	0	1	0	0
1	95000028	502488	332	0.003351324	0.002631904	181	151	332	0.090361446	2.710843373	0.099668287	none	0	1	0	0
1	95500042	502386	342	0.003515225	0.002629452	146	196	342	-0.14619883	7.30994152	0.006857416	13	0	0	0	1
1	96000021	502361	310	0.003357148	0.002630081	221	89	310	0.425806452	56.20645161	6.53E-14	23	0	0	1	0
1	96500034	503006	439	0.003698763	0.003015372	179	260	439	-0.184510251	14.9453303	0.000110672	13	0	0	0	1
1	97000027	501661	364	0.003468478	0.002618302	184	180	364	0.010989011	0.043956044	0.833935414	none	0	1	0	0
1	97500028	502418	279	0.003419463	0.002851212	162	117	279	0.161290323	7.258064516	0.007058332	23	0	0	1	0
1	98000012	501789	251	0.003005247	0.002257921	91	160	251	-0.274900398	18.96812749	1.33E-05	13	0	0	0	1
1	98500017	501241	124	0.00287287	0.002144677	70	54	124	0.129032258	2.064516129	0.150762775	none	0	1	0	0
1	99000117	501238	157	0.002890842	0.002106784	45	112	157	-0.426751592	28.59235669	8.93E-08	13	0	0	0	1
1	99500167	501481	143	0.003028031	0.002243854	61	82	143	-0.146853147	3.083916084	0.079069932	none	0	1	0	0
1	100000047	501219	130	0.003028616	0.002255501	33	97	130	-0.492307692	31.50769231	1.99E-08	13	0	0	0	1
1	100500259	501984	122	0.003135558	0.00234868	26	96	122	-0.573770492	40.16393443	2.34E-10	13	0	0	0	1
1	101000052	501829	57	0.002948215	0.002584048	31	26	57	0.087719298	0.438596491	0.507800648	none	0	1	0	0
1	101500002	501710	103	0.002972833	0.002287676	57	46	103	0.106796117	1.174757282	0.278425899	none	0	1	0	0
1	102000021	501559	35	0.002985691	0.002587432	23	12	35	0.314285714	3.457142857	0.062979051	none	0	1	0	0
1	102500196	501507	33	0.002875334	0.002530373	12	21	33	-0.272727273	2.454545455	0.117185087	none	0	1	0	0
1	103000074	501835	194	0.003448345	0.002939711	77	117	194	-0.206185567	8.24742268	0.00408099	13	0	0	0	1
1	103675352	675454	179	0.001945358	0.001487148	77	102	179	-0.139664804	3.491620112	0.061680194	none	0	1	0	0
1	104000136	325687	155	0.003308391	0.002509311	103	52	155	0.329032258	16.78064516	4.20E-05	23	0	0	1	0
1	104500100	501515	597	0.003395711	0.003152448	289	308	597	-0.031825796	0.604690117	0.436794109	none	0	1	0	0
1	105000064	501499	200	0.003024931	0.002489536	94	106	200	-0.06	0.72	0.396143909	none	0	1	0	0
1	105500375	502148	187	0.003233111	0.00251868	86	101	187	-0.080213904	1.203208556	0.272681333	none	0	1	0	0
1	106000051	501460	223	0.003293383	0.002578969	117	106	223	0.049327354	0.542600897	0.461356825	none	0	1	0	0
1	106500036	501208	184	0.003013719	0.002252059	104	80	184	0.130434783	3.130434783	0.076843244	none	0	1	0	0
1	107000076	501107	142	0.00285468	0.002168699	70	72	142	-0.014084507	0.028169014	0.866712087	none	0	1	0	0
1	107500044	500315	156	0.002957137	0.002169133	65	91	156	-0.166666667	4.333333333	0.037372988	none	0	1	0	0
1	108000026	500665	214	0.002913126	0.002261492	116	98	214	0.08411215	1.514018692	0.218526892	none	0	1	0	0
1	108500094	501113	186	0.002846663	0.002271444	84	102	186	-0.096774194	1.741935484	0.186893775	none	0	1	0	0
1	109000043	500657	173	0.002998061	0.002203105	88	85	173	0.01734104	0.052023121	0.819579557	none	0	1	0	0
1	109500078	500893	163	0.002972691	0.002428662	72	91	163	-0.116564417	2.214723926	0.136699514	none	0	1	0	0
1	110000001	500840	68	0.002811277	0.002169355	30	38	68	-0.117647059	0.941176471	0.331975467	none	0	1	0	0
1	110500315	501339	113	0.002805487	0.00215074	66	47	113	0.168141593	3.194690265	0.073877764	none	0	1	0	0
1	111000178	501455	237	0.003365207	0.00263583	143	94	237	0.206751055	10.13080169	0.00145812	23	0	0	1	0
1	111500022	501630	177	0.003231465	0.002813827	94	83	177	0.062146893	0.683615819	0.408344404	none	0	1	0	0
1	112000036	501746	386	0.003481841	0.002706549	271	115	386	0.404145078	63.04663212	2.00E-15	23	0	0	1	0
1	112500049	501355	110	0.002953995	0.002323703	61	49	110	0.109090909	1.309090909	0.252559317	none	0	1	0	0
1	113000041	501191	294	0.003334058	0.002310496	53	241	294	-0.639455782	120.2176871	0	13	0	0	0	1
1	113500008	500868	146	0.002810122	0.002155758	63	83	146	-0.136986301	2.739726027	0.097881547	none	0	1	0	0
1	114000231	501474	139	0.002918397	0.002324647	85	54	139	0.223021583	6.913669065	0.008553929	23	0	0	1	0
1	114500166	500667	156	0.002858187	0.00226398	74	82	156	-0.051282051	0.41025641	0.52183939	none	0	1	0	0
1	115000296	501479	156	0.003006108	0.002460223	106	50	156	0.358974359	20.1025641	7.34E-06	23	0	0	1	0
1	115500292	501543	194	0.003014697	0.002449441	112	82	194	0.154639175	4.639175258	0.031250017	none	0	1	0	0
1	116000030	500970	89	0.002879414	0.002383875	42	47	89	-0.056179775	0.280898876	0.596112666	none	0	1	0	0
1	116500195	500995	141	0.002872284	0.002509007	80	61	141	0.134751773	2.560283688	0.109578919	none	0	1	0	0
1	117000003	501046	196	0.003126459	0.002532203	128	68	196	0.306122449	18.36734694	1.82E-05	23	0	0	1	0
1	117500185	501637	218	0.003262319	0.002592014	84	134	218	-0.229357798	11.46788991	0.00070809	13	0	0	0	1
1	118000044	500995	185	0.003108813	0.00265322	100	85	185	0.081081081	1.216216216	0.270104501	none	0	1	0	0
1	118500023	501383	288	0.003091449	0.002623743	142	146	288	-0.013888889	0.055555556	0.813663716	none	0	1	0	0
1	119000195	501083	330	0.003195079	0.002476636	194	136	330	0.175757576	10.19393939	0.00140903	23	0	0	1	0
1	119500079	501453	298	0.003242577	0.002723087	143	155	298	-0.040268456	0.483221477	0.486966732	none	0	1	0	0
1	120000032	501361	292	0.003348884	0.002705635	130	162	292	-0.109589041	3.506849315	0.061115578	none	0	1	0	0
1	120500035	501472	381	0.00339999	0.002750901	190	191	381	-0.002624672	0.002624672	0.95914101	none	0	1	0	0
